product_description,reason_for_recall,status,classification,recalling_firm,recall_initiation_date,voluntary_mandated,city,state
"Old Spice, SWEAT DEFENSE PURE SPORT PLUS, (Aluminum Chlorohydrate 23.5%), Anti-Perspirant, Topical spray can, Net WT 3.8 oz (107 g) cans,  Distr. by: Procter & Gamble, Cincinnati, OH 45202. NDC: 69423-387-10, UPC 0 37000 72974 7",CGMP Deviation; manufactured at the same facility where other lots were found to be contaminated with benzene,Terminated,Class II,The Procter & Gamble Company,20211123,Voluntary: Firm initiated,Cincinnati,OH
"Irbesartan active pharmaceutical ingredient packaged in varying grams or kg in bags or drums, Attix Pharmaceuticals, 184 Front Street East, Unit 801, Toronto, Ontario M5A 4N3, Canada",Penicillin Cross Contamination: All lots of all products repackaged and distributed between 01/05/12 and 02/12/15 are being recalled because they were repackaged in a facility with penicillin products without adequate separation which could introduce the potential for cross contamination with penicillin.,Terminated,Class II,Attix Pharmaceuticals,20141114,Voluntary: Firm initiated,Toronto,
"Testosterone Pellet 112mg, Main Street Compounding Pharmacy, 126 East Main Street, Newbern, TN 38059, 888-658-6200",The firm received seven reports of adverse reactions in the form of skin abscesses potentially linked to compounded preservative-free methylprednisolone 80mg/ml 10 ml vials.,Terminated,Class II,"Main Street Family Pharmacy, LLC",20130528,Voluntary: Firm initiated,Newbern,TN
"Milrinone in 0.45% NS, Packaged as a) 52MG in 65ML Homepumps, b) 80MG in 100ML Homepumps, c) 92MG in 115ML Homepumps, d) 104MG in 130ML Homepumps, e) 112MG in 140ML Homepumps, f) 120MG in 150ML Homepumps, g) 124MG in 155ML Homepumps, h) 128MG in 160ML, i) 136MG in 170ML Homepumps, j) 144MG in 180ML Homepumps, k) 152MG in 190ML Homepumps, l) 160MG in 200ML Homepumps, m) 172MG in 215ML Homepumps, n) 176MG in 220ML Homepumps, and o) 200MG in 250ML Homepumps, Rx Only. SENTARA HOME HEALTH SENTARA RX, 535 Independence Pkwy ste.300, Chesapeake, VA 23320-5176.",Lack of Assurance of Sterility: Product sterility cannot be guaranteed.,Terminated,Class II,Sentara Enterprises,20150918,Voluntary: Firm initiated,Chesapeake,VA
"KETOROLAC Tromethamine Inj., USP, 60 mg (30 mg/mL), 2 mL Fill Single-dose Vials, I.V/I.M. USE, Hospira, Inc., Lake Forest, IL 60045 --- NDC 0409-3796-01 ---- ALSO labeled under NOVAPLUS label NDC 0409-3796-49",Crystallization; identified as calcium salt of Ketorolac,Ongoing,Class II,Hospira Inc.,20150630,Voluntary: Firm initiated,Lake Forest,IL
"Extended Phenytoin Sodium Capsules, USP, 100 mg, 100-count bottle, Distributed by Amneal Pharmaceuticals LLC Bridgewater, NJ, 08807, NDC# 65162-212-10",Failed Dissolution Specifications,Terminated,Class II,"Amneal Pharmaceuticals of New York, LLC",20231027,Voluntary: Firm initiated,Brookhaven,NY
"NET Remedies #6 (Orange Label) Homeopathic Preparation, Oral Liquid, 57 mL, Manufacturer: King Bio Inc. U.S.A., Supplier: NET (Australia) Pty LTD 428 Hume Street, Toowoomba QLD 4350, Australia",Microbial contamination,Terminated,Class I,King Bio Inc.,20180720,Voluntary: Firm initiated,Asheville,NC
"AstrinGyn (Ferric Subsulfate) Aqueous, 259 mg/g, 8 gm Single Use Vials, Manufactured for CooperSurgical, Trumbull, CT 06611, NDC 59365-6065-0, Ref 6065.",CGMP Deviations: Products not manufactured under current good manufacturing practices.,Completed,Class II,"Ecometics, Inc.",20230809,Voluntary: Firm initiated,Norwalk,CT
"METHADONE (a) 2.5MG IN 5ML NS SYRINGE, (b) 4MG IN 5ML NS SYRINGE, pain, Rx Only,  Sentara Home Infusion Pharmacy Services, 535 Independence Pkwy, Ste 300, Chesapeake, VA 23320",Lack of sterility assurance,Completed,Class II,Sentara Infusion Services,20221227,Voluntary: Firm initiated,Chesapeake,VA
"Heparin 1000 Unit/mL Injection, Rx, Western Drug Inc. 106 E. Main Street, Springerville, Arizona 85938",Lack of Assurance of Sterility,Terminated,Class II,Western Drug,20151019,Voluntary: Firm initiated,Springerville,AZ
"IC-Green (indocyanine green for injection, USP) 25 mg/10 mL Kit, Rx Only, Sterile, Manufactured by: Akorn, Inc., Lake Forest, IL 60045.  ALL NDCs",CGMP Deviations: Firm went out of business and could no longer continue stability studies.,Ongoing,Class II,"Akorn, Inc.",20230426,Voluntary: Firm initiated,Gurnee,IL
"Clonidine HCl USP for prescription compounding, packaged in a) 5g (NDC 58597-8010-2); b) 10g (NDC 58597-8010-3); c) 25g (NDC 58597-8010-4); d)100g (NDC 58597-8010-6), RX only, packed by American Pharmaceutical Ingredients, LLC 6650 Highland Road, Waterford, MI 48327",CGMP Deviations: Lack of stability data and controls to support the manufacturers assigned retest or expiration date in firm's container/closure system.,Terminated,Class II,American Pharmaceutical Ingredients LLC,20180209,Voluntary: Firm initiated,Waterford,MI
"Multi-action Relief Drops (Polyvinyl alcohol 0.5%, Providone 0.6%, Tetrahydrozoline Hydrochloride 0.05%), packaged in 0.5 FL OZ (15 mL) bottles, Distributed by: Rite Aid 30 Hunter Lane, Camp Hill, PA 17011, NDC 11822-2254-3",Non-Sterility,Ongoing,Class I,Kilitch Healthcare India Limited,20231113,Voluntary: Firm initiated,Navi Mumbai,
"Potassium Chloride in 5% Dextrose in all strengths, all doses, and all packaging.",Lack of sterility assurance.,Terminated,Class II,"Pharmedium Services, LLC",20171227,Voluntary: Firm initiated,Lake Forest,IL
"Levothroid (levothyroxine sodium tablets, USP),125 mcg., 100-count bottles, Rx only, NDC 0456-1324-01,   Manufactured for Forest Pharmaceuticals, Inc., Subsidiary of Forest Laboratories, Inc., St. Louis, MO, by Lloyd Pharmaceutical, Shenandoah, IA.",cGMP Deviations; does not meet in process specification requirements,Terminated,Class II,Lloyd Inc. of Iowa,20120709,Voluntary: Firm initiated,Shenandoah,IA
"NABUMETONE Tablets USP, 750 mg, 100 count bottle,Teva Pharmaceutical Industries Ltd., Jerusalem, 91010, ISRAEL",Labeling: Not Elsewhere Classified: Lack of leaflets and approved labels on bottles.,Terminated,Class III,Teva Pharmaceuticals USA,20151119,Voluntary: Firm initiated,North Wales,PA
"PHO-TID-CHOL 50MG/ DEOXYCHOLIC 42 MG/ML INJ, 30 ML per vial, RXQ Compounding, 340 West State Street, Unit 9, Athens, OH 45701. NDC: 70731-0953-30",Lack of Assurance of Sterility,Terminated,Class II,RXQ Compounding LLC,20190619,Voluntary: Firm initiated,Athens,OH
"Potassium PHOSphate in 0.9% Sodium Chloride Injection, 10 mMol in a) 100 mL in 150 mL Intravia Bag (NDC 61553-288-48) Service Code: 2K5288, and b) 250 mL in 250 mL Intravia Bag (NDC 61553-281-11) Service Code: 2K5281, Rx Only, PharMEDium Services, LLC 12620 W. Airport Blvd #130 Sugar Land, TX 77478 800-523-7749",Lack of Assurance of Sterility; media fill failure at manufacturer,Terminated,Class II,"PharMedium Services, Llc",20170626,Voluntary: Firm initiated,Sugar Land,TX
"Testosterone Cypionate (GSO) 200mg/ml a) 2 mL-vial, b) 4 mL-vial, c) 5 mL-vial, d) 10 mL-vial, Room temperature, Tailor Made Compounding",Lack of Assurance of Sterility,Ongoing,Class II,TMC Acquisition LLC dba Tailor Made Compounding,20220307,Voluntary: Firm initiated,Nicholasville,KY
"Desmopressin Acetate Injection USP, 4 mcg/mL, 1 mL Preserved Vial (NDC 0703-5051-01), packaged in 10X1 mL Vials per Tray (NDC 0703-5051-03), Rx only, Teva Pharmaceuticals USA, Inc., North Wales, PA  19454.",Lack of Assurance of Sterility: manufacturing areas for the recalled products exceeded acceptance levels for microbial recovery leading to a lack of sterility assurance for these sterile injectable products.,Terminated,Class II,Teva Pharmaceuticals USA,20210210,Voluntary: Firm initiated,Parsippany,NJ
"Vumerity (diroximel fumarate) delayed-release capsule, 231 mg, packaged in  a) 106-count bottle, b)120-count bottle, Rx only, Manufactured for: Biogen Inc., Cambridge, MA 02142, NDC 64406-020-01",Failed dissolution specifications: out-of-specification test results observed during the buffer stage dissolution testing.,Terminated,Class II,Biogen MA Inc.,20201209,Voluntary: Firm initiated,Research Triangle Park,NC
"Lactulose Solution, USP, 10 g/15 mL, dose cups delivers 15 mL packaged in 50-unit dose cups per case, Manufactured by VistaPharm, Inc., Largo, FL 33771,  NDC 66689-038-50",Microbial contamination of non-sterile product: product failed Total Yeast/Mold Count specification.,Terminated,Class II,"VistaPharm, Inc.",20170626,Voluntary: Firm initiated,Largo,FL
"Venlafaxine HCl active pharmaceutical ingredient packaged in varying grams or kg in bags or drums, Attix Pharmaceuticals, 184 Front Street East, Unit 801, Toronto, Ontario M5A 4N3, Canada",Penicillin Cross Contamination: All lots of all products repackaged and distributed between 01/05/12 and 02/12/15 are being recalled because they were repackaged in a facility with penicillin products without adequate separation which could introduce the potential for cross contamination with penicillin.,Terminated,Class II,Attix Pharmaceuticals,20141114,Voluntary: Firm initiated,Toronto,
READY IN CASE RUBBING ALCOHOL 91 PCT 16 FL  OZ	SKU 902270   READY IN CASE 70 PCT ISOPROPYL ALCOHOL 32 FL OZ SKU 999747   READY IN CASE 91PCT ISOPROPYL ALCOHOL 32 FL OZ SKU 999742  READY IN CASE 70PCT ISOPROPYL ALCOHOL 16 FL OZ SKU 999743 distributed to specific Family Dollar Stores 04/30/2022 through 06/10/2022.,CGMP Deviations: product held outside appropriate storage temperature conditions.,Ongoing,Class II,"Family Dollar Stores, Llc.",20220623,Voluntary: Firm initiated,Chesapeake,VA
"Hydroxyprogesterone Caproate Injection, HYDROXYPROGESTERONE CAPROATE [4ML] 250 MG/ML INJECTABLE, For IV, IM Use, Refrigerate, 4 mL Multi-dose Vial, Rx only, Axia Pharmaceutical 1990 Westwood Blvd. Ste 135, Los Angeles, CA 90025; NDC 71283-0532-5",Lack of Assurance of Sterility,Terminated,Class II,"Fusion IV Pharmaceuticals, Inc. dba Axia Pharmaceutical",20200115,Voluntary: Firm initiated,Los Angeles,CA
"Low Dose ASPIRIN, 81 mg, 120 Enteric Coated Tablets, Distributed by: Rugby Lavoratories, 17177 N Laurel Park Drive, Suite 233, Livonia, MI 48152. NDC: 0536-1234-41",CGMP Deviations: Products were exposed to temperatures outside of the products labeled storage conditions.,Terminated,Class II,CARDINAL HEALTHCARE,20220126,Voluntary: Firm initiated,Dublin,OH
"DARUNAVIR Tablet, 800 mg, Rx only, Distributed by: AidaPak Service, LLC,  NDC 59676056630","Labeling:Label Mixup; DARUNAVIR Tablet, 800 mg may be potentially mislabeled as    HYDROcodone BITARTRATE/ ACETAMINOPHEN, Tablet, 7.5 mg/325 mg, NDC 52544016201, Pedigree: W004005, EXP: 7/1/2014.",Terminated,Class II,"Aidapak Services, LLC",20130702,Voluntary: Firm initiated,Vancouver,WA
"Synjardy XR (empagliflozin and metformin) hydrochloride extended-release) Tablets 12.5 mg/1000 mg 60 tablets Rx only NDC 0597-0300-45 Dist. by: Boehringer Ingelheim (BI) Pharmaceuticals, Inc. Ridgefield, CT 06877 USA",CGMP Deviations: Intermittent exposure to temperature excursion during storage.,Terminated,Class II,Cardinal Health Inc.,20210315,Voluntary: Firm initiated,Dublin,OH
"ULTRA-TEST (CYP 80%/PROP 20%) Injectable, 250 mg/mL 10 mL vial, Compounded by Wells Pharmacy, Ocala, FL",Lack of Assurance of Sterility,Terminated,Class II,Wells Pharmacy Network LLC,20160921,Voluntary: Firm initiated,Ocala,FL
"ASCORBIC ACID 500MG/Syringe, Packaged in 1ML Syringes, Rx Only. SENTARA HOME HEALTH SENTARA RX, 535 Independence Pkwy ste.300, Chesapeake, VA 23320-5176.",Lack of Assurance of Sterility: Product sterility cannot be guaranteed.,Terminated,Class II,Sentara Enterprises,20150918,Voluntary: Firm initiated,Chesapeake,VA
"Duloxetine Delayed-Release Capsules, USP, 60 mg, 1,000 Capsules per bottle, Rx Only, Manufactured by: Towa Pharmaceutical Europe, S.L., Martorelles, (Barcelona), Spain.  Manufactured for: Quallent Pharmaceuticals Health LLC, Grand Cayman, Cayman Islands. NDC  82009-032-10",CGMP Deviations: Presence of N-nitroso-duloxetine impurity above FDA recommended interim limit.,Ongoing,Class II,"Breckenridge Pharmaceutical, Inc.",20250725,Voluntary: Firm initiated,Berkeley Heights,NJ
"Venlafaxine Hydrochloride Extended-Release Capsules, 150 mg, a) 30 capsules per bottle, NDC # 60429-123-30, b) 90 capsules per bottle, NDC # 60429-123-90, Rx Only, GSMS.",Failed Dissolution Specifications: Out-of-specification results in retained sample.,Terminated,Class II,Golden State Medical Supply Inc.,20160803,Voluntary: Firm initiated,Camarillo,CA
"Dr. King's Natural Medicine Homeopathic Artery, Cholesterol & BP, 2 fl. oz. (59 mL), King Bio, Inc., 3 Westside Dr. Asheville, NC 28806, UPC 357955506423, NDC 57955-5064-2",Microbial contamination,Terminated,Class I,King Bio Inc.,20180720,Voluntary: Firm initiated,Asheville,NC
"buPROPion Hydrochloride Extended-¿release Tablets USP  (SR), 200 mg, Twice-A-Day, Rx Only, 60 count Bottle, Distributed by: Sun Pharmaceutical Industries Inc. Cranbury, NJ 08512, Manufactured By: Sun Pharmaceutical Ind. Ltd., Halol Baroda Highway, Halol 389 350, Gujarat, India, NDC 47335-738-86","Failed Dissolution Specification: During analysis of the 18 month long term stability testing, it was noticed that the drug release results at the 4 hour time point are not meeting specifications.",Terminated,Class III,Sun Pharma Global Fze,20150717,Voluntary: Firm initiated,Sharm,
"midazolam HCl, 1 mg per mL (2 mg per 2 mL), in 0.9% Sodium Chloride, 2 mL Total Volume in a syringe, For IV Use, Rx only, PharMEDium, Product code 2R3356.",Stability Data Does Not Support Expiry: potential loss of potency in drugs packaged and stored in syringes.,Terminated,Class II,"Pharmedium Services, LLC",20150717,Voluntary: Firm initiated,Lake Forest,IL
"Cefazolin 6 grams in 292 mL 0.9% NS bags, FOR IV USE ONLY, Baptist Health Medical Towers Pharmacy & Infusion, Little Rock, Arkansas",Lack of Sterility Assurance,Terminated,Class II,Baptist Health Medical Towers Pharmacy and Infusion Services,20160418,Voluntary: Firm initiated,Little Rock,AR
"PGE1/PROCAINE 5ML MDV 40MCG/ML/0.1% INJ, Injection, 40mcg/mL, 0.1%, Rx only, 5 mL Glass/Multiple Dose vial, Prepared by Key Compounding Pharmacy",Lack of Assurance of Sterility: The firm is recalling sterile compounded drugs within expiry due to lack of assurance of sterility.,Terminated,Class II,Key Pharmacy and Compounding Center,20170418,Voluntary: Firm initiated,Federal Way,WA
"Double Hyaluronic 1000, 'AN OUNCE OF GOLD' Volumizing Day Cream, Broad Spectrum SPF 30+, (Octinoxate 7.725%, Oxybenzone 6.18%, Octisalate 5.15%, Avobenzone 3.09%), Net Wt. 1.8 oz. (51 g) jar, Distributed by Signature Club A, Ltd, Tampa, FL 33609.",Microbial Contamination of Non-Sterile Products: odor complaint of product due to microbial contamination.,Ongoing,Class II,Signature Club A Ltd,20170301,Voluntary: Firm initiated,Tampa,FL
"24-HOUR Oral Care q4 Kit with Ballard* Technology, containing 2 Toothbrush Packs with CHG Solution, Chlorhexidine Gluconate Oral Rinse, 0.12%, 15 mL unit dose cup (NDC 50383-720-15), Rx Only, Hi-Tech Pharmacal Co., Inc. Amityville, NY 11701; Kit Manufactured by Halyard Health, Inc., 5405 Windward Parkway, Alpharetta, GA  30004; Distributed in the USA by Halyard Sales, LLC, Alpharetta, GA 30004, Product 97014.",Subpotent Drug: Product crystallization with accompanying low out of specification results for chlorhexidine assay.,Terminated,Class III,"Akorn, Inc.",20180329,Voluntary: Firm initiated,Lake Forest,IL
"TRI-MIX PAPAVERINE 30/PHENTOLAMINE 1/PGE-1 40 INJ   INJECTABLE, Rx only, Talon Compounding Pharmacy, 2950 Thousand Oaks Drive Ste 25, San Antonio, Texas 78247",Lack of assurance of sterility,Terminated,Class II,"Vita Pharmacy, LLC dba Talon Compounding Pharmacy",20211012,Voluntary: Firm initiated,San Antonio,TX
"Quality Choice No Drip Extra Moisturizing Nasal Pump Mist Oxymetazoline hydrochloride 0.05%, 12 Hour Nasal Decongestant, 1 fl oz (30 mL) bottle, Distributed by C.D.M.A, Inc. 43157 W 9 Mile Rd. Novi, MI 48375, NDC# 63868-676-01, UPC 6-35515-98847-7.",CGMP Deviations: Firm reported possible microbial contamination in the purified water used in the manufacturing of the products. No contamination was found in the final products.,Ongoing,Class II,Seaway Pharma Inc.,20231228,Voluntary: Firm initiated,Massena,NY
"Valsartan, 320mg, 30 tablets per bottle, Rx Only, Repackaged By: Northwind Pharmaceuticals, Indianapolis, IN 46256. NDC: 51655-0654-52",CGMP Deviations: Carcinogen impurity detected in API used to manufacture drug product.,Terminated,Class II,Northwind Pharmaceuticals LLC,20180718,Voluntary: Firm initiated,Indianapolis,IN
"Phenol 6% with Glycerin Inj 10 ml. Packaged in 10 ml vials. Compounded Guardian Pharmacy Services, 7920 Elmbrook Dr. Ste. 108C Dallas TX 75247",Lack of sterility assurance.,Terminated,Class II,Guardian Pharmacy Services,20180517,Voluntary: Firm initiated,Dallas,TX
"PROG/TEST CYP 15/7.5 MG/ML OIL INJ SOLN, all presentations, FOR INTRAVENO AND SQ USE ONLY, STERILE, RX ONLY, Compounded by Beacon Hill Medical Pharmacy PC, dba Rxtra Solutions, Southfield, MI",Lack of Assurance of Sterility; FDA inspectional findings resulted in concerns associated with quality control procedures that impacted sterility assurance,Terminated,Class II,"Beacon Hill Medical Pharmacy, P.C.",20130726,Voluntary: Firm initiated,Southfield,MI
"MIC Combo - Standard 15 mg/50 mg/100 mg/mL Injectable, 30 mL vials, Compounded by Wells Pharmacy, Ocala, FL",Lack of Assurance of Sterility,Terminated,Class II,Wells Pharmacy Network LLC,20160921,Voluntary: Firm initiated,Ocala,FL
"Epithalon, 15mg injection, Rx Only, Promise Pharmacy Compounding Specialists 31818 US Hwy 19N, Palm Harbor, FL 34684",Lack of sterility assurance.,Terminated,Class II,"Promise Pharmacy, LLC",20181217,Voluntary: Firm initiated,Palm Harbor,FL
"Ketotifen Fumarate active pharmaceutical ingredient packaged in varying grams or kg in bags or drums, Attix Pharmaceuticals, 184 Front Street East, Unit 801, Toronto, Ontario M5A 4N3, Canada",Penicillin Cross Contamination: All lots of all products repackaged and distributed between 01/05/12 and 02/12/15 are being recalled because they were repackaged in a facility with penicillin products without adequate separation which could introduce the potential for cross contamination with penicillin.,Terminated,Class II,Attix Pharmaceuticals,20141114,Voluntary: Firm initiated,Toronto,
"Verapamil Hydrochloride Extended-Release Tablets USP 120 mg Rx Only NDC 68462-292-01 Manufactured by: Glenmark Generics Ltd Colvale-Bardez, Goa 403513, India  Manufactured for: Glenmark Generics Inc., USA Mahwah, NJ 07430",CGMP Deviations: Intermittent exposure to temperature excursion during storage.,Terminated,Class II,Cardinal Health Inc.,20210315,Voluntary: Firm initiated,Dublin,OH
"TRI-MIX PAPAVERINE 26/PHENTOLAMINE 3/PGE-1 60/ML INJ   INJECTABLE, Rx only, Talon Compounding Pharmacy, 2950 Thousand Oaks Drive Ste 25, San Antonio, Texas 78247",Lack of assurance of sterility,Terminated,Class II,"Vita Pharmacy, LLC dba Talon Compounding Pharmacy",20211012,Voluntary: Firm initiated,San Antonio,TX
"Fluphenazine 25 mg/ml Injection, compounded by Olympia Pharmacy, Orlando, FL",Lack of Assurance of Sterility: FDA inspection findings resulted in concerns regarding quality control processes,Ongoing,Class II,"Lowlite Investments, Inc. D/B/A Olympia Pharmacy",20130529,Voluntary: Firm initiated,Orlando,FL
"VANCOMYCIN HCl 1.75g in 300 mL 0.9% Sodium Chloride Injection USP, Service Code 2K2237, NDC# 61553-037-34, Total Volume 300.00 mL incorrectly labeled as 500.00 mL, Rx Only, PharMEDium Services, LLC, 12620 W. Airport Blvd #130, Sugar Land, TX 74478",Labeling: Not Elsewhere Classified: Incorrect volume printed on the product label.,Terminated,Class II,"Pharmedium Services, LLC",20170217,Voluntary: Firm initiated,Lake Forest,IL
"Legatrin (Acetaminophen 500 mg, Diphenhydramine HCl 50 mg) Bulk Container, ULTRAtab Laboratories, Inc., Highland, NY  NDC 62959-785-00",CGMP Deviations,Terminated,Class II,"ULTRAtab Laboratories, Inc.",20220126,Voluntary: Firm initiated,Highland,NY
"Dicopanol FusePaq Kit for Oral Suspension, 5mg/ML",Microbial Contamination of Non-Sterile Products: Fusion Pharmaceuticals is recalling the Dicopanol FusePaq Kit due to Total Yeasts and Molds Count above USP limits.,Terminated,Class II,"Fusion Pharmaceuticals, LLC",20130508,Voluntary: Firm initiated,Camarillo,CA
"Sodium Iodide 20% Injection, compounded by Olympia Pharmacy, Orlando, FL",Lack of Assurance of Sterility: FDA inspection findings resulted in concerns regarding quality control processes,Ongoing,Class II,"Lowlite Investments, Inc. D/B/A Olympia Pharmacy",20130529,Voluntary: Firm initiated,Orlando,FL
"SnoreStop NasoSpray, 0.3 FL OZ (9 mL), Green Pharmaceuticals Inc. Camarillo, CA 93012, NDC 61152-199-99, UPC 7 69682 29101 3",Microbial contamination of non-sterile product: FDA laboratory analysis found product to contain microbial contamination identified as Providencia rettgeri.,Terminated,Class I,"Green Pharmaceuticals, Inc.",20220609,Voluntary: Firm initiated,Camarillo,CA
Enalapril Maleate Tablets USP; 5 mg NDC code 64679-924-03. 1000 Tablets HDPE container pack with Non CRC cap and 2 desiccants further packed in E-flute cartons.,Failed Impurities/Degradation Specifications,Terminated,Class III,Wockhardt Limited,20180619,,Karodi,
"Furosemide Injection USP (10 mg/mL), 4 mL in 5 mL Fliptop Vial, Rx only, Hospira Inc., Lake Forest, IL --- NDC 0409-6102-04",Lack of Assurance of Sterility; possible loose crimp applied to fliptop vial,Terminated,Class II,"Hospira, Inc.",20130110,Voluntary: Firm initiated,Rocky Mount,NC
"fentaNYL in 0.9% sodium chloride, 10 mcg/1 mL, (10 mcg/mL), 3 mL Syringe, Rx only, Central Admixture Pharmacy Services, Inc., 7935 Dunbrook Road, Suite C San Diego, CA 92126, NDC: 71286-2071-1",Lack of assurance of sterility:,Terminated,Class II,Central Admixture Pharmacy Services Inc,20230921,Voluntary: Firm initiated,San Diego,CA
"Linezolid Injection 600 mg/300 mL Rx Only, Manufactured in Hungary for TEVA PHARMACEUTICALS USA, INC., North Wales, PA 19454, NDC#  0703-9060-31- (Single Use Container), NDC# 0703-9060-33 (Box of 10 Singe Use Containers)",CGMP Deviations,Terminated,Class II,Teva North America,20160617,Voluntary: Firm initiated,Horsham,PA
"PEPTIME Energy (caffeine 250mg) tablets, packaged in a) 6 count packets and b) 100-count bottles, Marketed by: DMD Pharmaceuticals, A Division of Dickery Consumer Products, Inc., Noblesville, IN 46060.",cGMP deviations,Terminated,Class II,Ultra Seal Corporation,20220124,Voluntary: Firm initiated,New Paltz,NY
"DermaZinc Spray, 0.25% zinc pyritione, topical  OTC, 4 fl oz bottle Distributed By: Dermallogix Partners, Inc. Scarborough, ME 04070",Subpotent (Single Ingredient Drug): The firm is recalling the product because the product is subpotent and does not meet the labeled 0.25% zinc pyrithione level.,Terminated,Class III,Quadrant Chemical Corporation,20120320,Voluntary: Firm initiated,Garland,TX
"SENSODYNE COMPLETE PROTECTION, 3.4 oz. (96.4 g)tubes, Manufactured by Oratech, South Jordan UTAH 84095, Distributed by GlaxoSmithKline, Consumer Healthcare, L.P., Moon Township, PA 15108,  NDC 0135-0573-02",Presence of Foreign Substance: Fragments of wood found when the product was extruded onto a toothbrush.,Terminated,Class II,GlaxoSmithkline Consmer Healthcare,20150715,Voluntary: Firm initiated,Moon Township,PA
"HALOPERIDOL TABLETS 20mg, USP, 100-count bottle, Rx Only Distributed by: Usher-Smith Laboratories, LLC, Maple Grove, MN 55369, NDC: 0832-1560-11",CGMP Deviations: Intermittent exposure to temperature excursion during storage.,Terminated,Class II,Cardinal Health Inc.,20210315,Voluntary: Firm initiated,Dublin,OH
"heparin added to 0.9% sodium chloride, 2,500 units/500 mL* (5 units/mL), 500 mL per bag, Rx only, Central Admixture Pharmacy Services, Inc., 6580 Snowdrift Rd., Ste 100, Allentown, PA  18106, NDC 71285-8100-1.",Lack of Assurance of Sterility: after an FDA inspection called into question the sterility of the products intended to be sterile.,Terminated,Class II,"Central Admixture Pharmacy Services, Inc.",20230428,Voluntary: Firm initiated,Allentown,PA
"All sterile drug preparations remaining within expiry prepared from Hydromorphone Base Solution dispensed between October 16, 2017 and November 17, 2017, Compounded by Intrathecal Compounding Specialists, Scott, LA 70583.",Lack of sterility assurance.,Terminated,Class II,"Intrathecal Compounding Specialist, LLC",20171130,Voluntary: Firm initiated,Scott,LA
"HCG - 10,000 Unit PF Inject, 1mL Syringe, Compounded Rx, Perry Drug Compounding Pharmacy, Overland Park, KS NDC 88888-0216-49",Lack of sterility assurance;All lots of sterile products compounded by the pharmacy that are within expiry were recalled due to concerns associated with quality control procedures that present a potential risk to sterility assurance that were observed during a recent FDA inspection.,Terminated,Class II,Perry Drug Inc.,20141107,Voluntary: Firm initiated,Overland Park,KS
"TRP Natural Eyes, Aging Eye Relief, Sterile Eye Drops, Homeopathic 0.33 FL OZ (10 mL), Manufactured in Jordan, exclusively for TRP Company, Inc., 1575 Delucchi Lane, Reno, NV 89502 NDC: 17312-027-15.",Lack of Assurance of Sterility,Ongoing,Class II,AMMAN PHARMACEUTICAL INDUSTRIES,20230901,Voluntary: Firm initiated,Amman,
"S-Methylcobalamin 5000 mcg/mL Inj., Rx Only, 750 mL Container, Apothecary Shoppe, Compounding Pharmacy, Tulsa OK 74135",Lack of Assurance of Sterility: Due to lack of documentation of proper environmental monitoring during the time in which the medication was produced.,Terminated,Class II,The Apothecary Shoppe LLC,20150626,Voluntary: Firm initiated,Tulsa,OK
"Chlorpromazine Hydrochloride Tablets, USP, 25 mg, 100-count bottle, Rx only, Manufactured By: Zydus Lifesciences Ltd., Baddi, India; Manufactured for: Northstar Rx LLC Memphis, TN 38141.  NDC: 16714-048-01",CGMP Deviations: presence of N-Nitroso Desmethyl Chlorpromazine above the recommended acceptable intake limit,Ongoing,Class II,Zydus Pharmaceuticals (USA) Inc,20250903,Voluntary: Firm initiated,Pennington,NJ
"Phendimetrazine Yellow Tabs 35mg, packaged in a) 10-count bags (NDC 69543-0410-11) and b) 28-count bags (NDC 69543-0410-11), and c) 56-count bags (NDC 69543-0410-11)  Rx only, Distributed by: Calvin Scott & Co., Inc. Albuquerque, NM 87123,  Manufactured by Virtus Pharm, LLC.",CGMP Deviations: Light sensitive drug products repackaged in transparent/partially transparent pouches.,Terminated,Class II,"Calvin Scott & Company, Inc.",20200727,Voluntary: Firm initiated,Albuquerque,NM
"TPN 2, (amino acid 20%) 2000 ml bag (140), FOR IV USE ONLY, Baptist Health Medical Towers Pharmacy & Infusion, Little Rock Arkansas",Lack of Sterility Assurance,Terminated,Class II,Baptist Health Medical Towers Pharmacy and Infusion Services,20160418,Voluntary: Firm initiated,Little Rock,AR
"Theraflu Multi-Symptom Severe Cold (acetaminophen 500 mg, dextromethorphan hydrobromide 20 mg, phenylephrine hydrochloride 10 mg) powder packets, Green Tea & Honey Lemon flavors, packaged in a) 6-count packets per carton (NDC 0067-6426-06, UPC 3 0067-6426-06 8) and b) 1-count packet per card (NDC 0067-6426-01, UPC 3 0067-6426-01 3), Distributed by: Novartis Consumer Health, Inc., Parsippany, NJ  07054-0622.",Presence of Foreign Substance: The products are being recalled because they may contain foreign substances.,Terminated,Class II,Novartis Consumer Health,20130618,Voluntary: Firm initiated,Lincoln,NE
