nct_id,title,official_title,status,why_stopped,phase,study_type,enrollment,conditions,drug_names,intervention_types,primary_outcomes,start_date,completion_date,sponsor,sponsor_type
NCT02443194,"The Effect of Duloxetine on Mood, Quality of Life and Cognitive Functioning in Glioblastoma Patients","The Effect of Duloxetine on Mood, Quality of Life and Cognitive Functioning in Glioblastoma Patients",TERMINATED,principle investigator decision due to many adverse events in patients,PHASE3,INTERVENTIONAL,50,Depression,"duloxetine, PLACEBO","DRUG, DRUG",changes in patients mood and cognitive function according to the neuropsychological assessment,2015-05,2015-11,michal roll,OTHER_GOV
NCT01485094,A Study to Assess the Safety and Efficacy of 7 Days Treatment With a Novel Analgesic in Subjects With Peripheral Neuropathic Pain,"Evaluation of the Efficacy, Tolerability, and Safety of 7 Days of Treatment With GRT6010 or Pregabalin in Comparison to Placebo in Subjects With Peripheral Neuropathic Pain.",TERMINATED,The trial was early terminated after it was concluded that there was no added benefit from exposing further participants after an unblinded interim analysis.,PHASE2,INTERVENTIONAL,114,Neuralgia,"GRT6010, Pregabalin, Matching Placebo","DRUG, DRUG, DRUG","Difference Between Baseline and End-of-double-blind Treatment Ongoing Pain Intensity Scores, The Difference Between Baseline and End-of-double-blind Treatment Brush-evoked Pain Intensity Scores",2012-02,2013-01,Grünenthal GmbH,INDUSTRY
NCT01322256,PET/CT Scanning for the Follow-up of Antibiotic Treatment of Infectious Osteoarthritis in the Diabetic Foot,Positron Emission Tomography - Computed Tomography (PET/CT) Scanning for the Follow-up of Antibiotic Treatment of Infectious Osteoarthritis in the Diabetic Foot,TERMINATED,The study has proven to be infeasible.,NA,INTERVENTIONAL,12,"Diabetic Foot, Osteoarthritis",Bloodwork,"PROCEDURE, PROCEDURE, PROCEDURE, PROCEDURE, BIOLOGICAL",The difference between AUCs for PET/CT scan and scintigraphy,2012-10,2014-10,Centre Hospitalier Universitaire de Nīmes,OTHER
NCT01242956,Video-based Training for Rehabilitation of Upper Limb Functions After Stroke,Video-based Training for Rehabilitation of Upper Limb Functions After Stroke: a New Treatment Exploiting the Mirror Neuron System,TERMINATED,Problem to recruit sufficient patient number,PHASE2,INTERVENTIONAL,100,"Stroke, Upper Limb Paresis",,"BEHAVIORAL, BEHAVIORAL",Wolf Motor Function Test,2011-09,2015-09,RWTH Aachen University,OTHER
NCT02586831,Diabetes Islet Preservation Immune Treatment,"A Pilot, Safety and Feasibility Trial of Anti-Thymocyte Globulin (ATG), Low Dose Interleukin-2 (IL-2), Adalimumab and Exenatide in the Treatment of New-Onset Type 1 Diabetes",WITHDRAWN,Study withdrawn prior to enrollment due to funding issues,"PHASE1, PHASE2",INTERVENTIONAL,0,"Diabetes Mellitus, Type 1, Hypoglycemia, Autoimmune Diseases, Diabetes Mellitus","Anti-Thymocyte Globulin (ATG), Interleukin 2, Exenatide, Adalimumab","DRUG, DRUG, DRUG, DRUG, OTHER, OTHER, OTHER, OTHER","Simulated C-peptide AUC, Proportion of regulatory T cells",2024-06-01,2024-06-01,Camillo Ricordi and Jay Skyler,OTHER
NCT00206453,Extension Neoadjuvant Taxotere: Study of the Effects of Taxotere in Patients With Breast Cancer,An Extension Phase II Study of the Clinical and Biologic Effects of Docetaxel (Taxotere) in Patients With Locally Advanced Breast Cancer,TERMINATED,accrual too difficult to meet,PHASE2,INTERVENTIONAL,25,Breast Cancer,Taxotere,DRUG,"biologic effects of Taxotere, to identify gene expression profiles predictive of response and to further describe the efficacy of Taxotere in women with locally advanced breast cancer",2002-01,2005-01,Baylor Breast Care Center,OTHER
NCT02853253,Rate of Bronchopulmonary Dysplasia in Preterms Neonates: a Trial Comparing SMOFlipid and Medialipide,Rate of Bronchopulmonary Dysplasia in Preterms Neonates Less Than 29 Weeks' Gestational Age and / or With Birth Weight Less Than 1000 g: a Double Blind Randomized Controlled Multicenter Trial Comparing SMOFlipid and Medialipide,WITHDRAWN,scientific question reconsidered,PHASE4,INTERVENTIONAL,0,Preterm Neonates,,"DIETARY_SUPPLEMENT, DIETARY_SUPPLEMENT",Rate of other free radical diseases,2017-01,2019-05,Hospices Civils de Lyon,OTHER
NCT03228953,Pharmacogenomic Testing in Major Depressive Disorder,Impact of Comprehensive Pharmacogenomic Testing on the Treatment of Major Depressive Disorder,TERMINATED,Investigator retired.,NA,INTERVENTIONAL,38,Major Depressive Disorder,,OTHER,Score on the Hamilton Rating Scale for Depression (HAMD-17),2017-08-01,2019-07-17,Columbia University,OTHER
NCT00414037,How do Sleeping Pills Affect Pain in the Brain?,Subchronic Effects of Eszopiclone (Lunesta) on Pain Behavior and Circuitry in Primary Insomnia,TERMINATED,"Funding terminated by sponsor, insufficient data collection",PHASE4,INTERVENTIONAL,40,Primary Insomnia,"Eszopiclone, Placebo","DRUG, DRUG",Sleep and pain ratings following 1 week of treatment as compared to baseline,2006-12,2008-12,"University of California, San Diego",OTHER
NCT03907072,Efficacy and Safety Study of WVE-210201 (Suvodirsen) With Open-label Extension in Ambulatory Patients With Duchenne Muscular Dystrophy,"A Randomized, Double-blind, Placebo-controlled, Efficacy and Safety Study of WVE-210201 With Open-label Extension in Ambulatory Patients With Duchenne Muscular Dystrophy (DYSTANCE 51)",TERMINATED,Lack of efficacy,"PHASE2, PHASE3",INTERVENTIONAL,6,Duchenne Muscular Dystrophy,"WVE-210201 (suvodirsen), Placebo","DRUG, DRUG","Change From Baseline in Dystrophin Level (% Normal Dystrophin), Change From Baseline in North Star Ambulatory Assessment (NSAA)",2019-09-04,2020-01-09,Wave Life Sciences Ltd.,INDUSTRY
NCT02499172,Follow-up of Pregnant Women After a Mass Vaccination of Oral Cholera Vaccine (ShancholTM) in Nsanje Malawi,Follow-up of Pregnant Women After a Mass Vaccination of Oral Cholera Vaccine,TERMINATED,Financial reason,NA,INTERVENTIONAL,2758,"Miscarriage, Stillbirth, Cholera",Shanchol,BIOLOGICAL,Adverse Pregnancy Outcome,2015-06,2016-10-30,Johns Hopkins Bloomberg School of Public Health,OTHER
NCT05288595,TCR Alpha/Beta and CD19-deplete Haplo-HSCT,TCR Alpha/Beta and CD19-depleted Allogeneic Hematopoietic Cell Transplant for Malignant and Non-Malignant Disease,WITHDRAWN,Cancelled by Sponsor,PHASE2,INTERVENTIONAL,0,"Pediatric Patients, Hematologic Malignancy, Other Hematologic Condition",,DEVICE,"Incidence of severe (grade III-IV) acute graft-versus-host disease (GVHD) at day 100 after infusion of a TCRαβ+/CD19+ negative, peripheral blood stem cell (PBSC) product without additional GVHD prophylaxis.",2024-12,2028-04,"University of Colorado, Denver",OTHER
NCT03683095,Efficacy of Lymphovenous Bypass in the Treatment of Extremity Lymphedema,Efficacy of Lymphovenous Bypass in the Treatment of Extremity Lymphedema,WITHDRAWN,Insufficient resources,,OBSERVATIONAL,0,Lymph Leakage,,PROCEDURE,Extremity volume (v),2023-04-01,2024-10-01,Ottawa Hospital Research Institute,OTHER
NCT00826839,Oral Microdose Lupron Versus Luteal Estradiol Trial in Poor Responder In Vitro Fertilization (IVF) Patients,A Randomized Controlled Trial of Treatment Protocols to Optimize Outcomes in Poor Responder In Vitro Fertilization (IVF) Patients: E2 Patch/Antagonist Protocol Versus OCP/Microdose Lupron Protocol,WITHDRAWN,poor enrollment,PHASE4,INTERVENTIONAL,0,Infertility,"Oral contraceptive pill and microdose lupron, E2 patch/antagonist","DRUG, DRUG",Pregnancy rate,2009-01,2012-01,Weill Medical College of Cornell University,OTHER
NCT01288495,Randomized Control Trial of L-Alanine and Placebo in Fructose Intolerance,"Investigation of Supplemental L-alanine in the Management of Dietary Fructose Intolerance: a Double-blind, Randomized Crossover Study",TERMINATED,PI moved institutions and changed study protocol,NA,INTERVENTIONAL,15,Dietary Fructose Intolerance,,"DIETARY_SUPPLEMENT, DIETARY_SUPPLEMENT",GI symptom score,2009-02,2011-12,Augusta University,OTHER
NCT03353727,Orthoptic Rehabilitation for Low Vision People With Innovative Mechanisms (Eye Tracker and Tactile Device),Orthoptic Rehabilitation for Low Vision People With Innovative Mechanisms (Eye Tracker and Tactile Device),TERMINATED,lack of Financial support,NA,INTERVENTIONAL,12,Low Vision,,OTHER,score assessing the feasibility of the rehabilitation,2017-06-20,2018-12-20,Fondation Ophtalmologique Adolphe de Rothschild,NETWORK
NCT04812327,Capturing Infectious COVID-19 Asymptomatic Cases in Singapore,Capturing Infectious COVID-19 Asymptomatic Cases in Singapore,WITHDRAWN,Study was cancelled prior enrollment due to business decision.,,OBSERVATIONAL,0,"Covid19, SARS CoV-2",,"DIAGNOSTIC_TEST, DIAGNOSTIC_TEST, DIAGNOSTIC_TEST","Assess the performance of the BD Veritor System for Rapid Detection of SARS-CoV-2 compared viral culture, over multiple collection time points",2021-06,2021-11,"Becton, Dickinson and Company",INDUSTRY
NCT04678986,ER2 and Deep Learning for Prediction of Adverse Health Outcomes,Emergency Room Evaluation for Older Users of Emergency Departments: Predicting Adverse Health Outcomes With Deep Learning Algorithms,WITHDRAWN,Study not begun in time and has been withdrawn because of feasibility,,OBSERVATIONAL,0,Emergencies,,OTHER,ED length of stay,2023-02-24,2023-02-24,Jewish General Hospital,OTHER
NCT01148186,An Intervention Study to Reduce the Use and Impact of Potentially Inappropriate Medications Among Older Adults,The Patient as a Driver of Change: an Intervention Study to Reduce the Use and Impact of Potentially Inappropriate Medications Among Older Adults,TERMINATED,Study funding period reached conclusion. Sample size sufficient to complete the analysis on benzodiazepines.,PHASE4,INTERVENTIONAL,300,"Polypharmacy, Incontinence, Insomnia, Anxiety",,BEHAVIORAL,"Complete discontinuation of the targeted potentially inappropriate medication (e.g. benzodiazepines, oxybutynin)",2010-06,2013-05,Centre de Recherche de l'Institut Universitaire de Geriatrie de Montreal,OTHER
NCT01199783,Application of Daptomycin in MRSA Infected Diabetic Foot in Comparison to Vancomycin Treatment,Application of Daptomycin in MRSA Infected Diabetic Foot in Comparison to Vancomycin Treatment,TERMINATED,"Patient number to be enrolled not reachable in prospected time frame, decision to stop the study prematurely was made.",PHASE3,INTERVENTIONAL,1,Diabetic Foot,"Daptomycin, Vancomycin","DRUG, DRUG",Clinical Response of the Infection at Test-of-cure (TOC) at Day 14 Post Therapy,2011-07,2013-12,Ruhr University of Bochum,OTHER
NCT06522854,Oral Sildenafil Citrate to Improve Maternal and Neonatal Outcomes in Low-resource Settings,Oral Sildenafil Citrate to Improve Maternal and Neonatal Outcomes in Low-resource Settings: A Randomized Pilot Feasibility Trial,WITHDRAWN,Funding not obtained,PHASE3,INTERVENTIONAL,0,"Intrapartum Fetal Distress, Neonatal Asphyxia, Intrapartum Asphyxia, Instrumental Delivery; Affecting Fetus","Sildenafil 50 mg Oral Tablet, Placebo Oral Tablet","DRUG, DRUG","Percentage of perinatal mortality, Percentage of use of bag and mask in neonates after delivery, Percentage of operative delivery, Indication for operative delivery",2025-05-01,2026-11-30,University of Alabama at Birmingham,OTHER
NCT01538966,Acromegaly Combination Treatment Study,"Comparison of Combination Low-Dose SRL + Daily Pegvisomant Therapy, Low-Dose SRL + Weekly Pegvisomant Therapy, and High-Dose SRL + Weekly Pegvisomant Therapy",TERMINATED,Review of the 12-month data showed patients who deviated from protocol with full IRB monitoring and reporting could not be optimally analyzed. Reopening the study for new enrollment is not feasible and the study was terminated with IRB approval.,NA,INTERVENTIONAL,76,Acromegaly,"Pegvisomant, Octreotide LAR, Lanreotide","DRUG, DRUG, DRUG",Cost Effectiveness,2012-03-29,2022-05-20,Cedars-Sinai Medical Center,OTHER
NCT01984866,CPR Prediction After Neoadjuvant Using Excisional Biopsy By Radiofrequency In Breast Cancer From II-III UICC Stages.,Complete Pathological Response Prediction After Neoadjuvant Treatment Using Excisional Biopsy By Radiofrequency In Breast Cancer From II-III UICC Stages.,TERMINATED,Recruitment was very low.,,OBSERVATIONAL,13,"Triple Negative, HER2+, Luminal B Breast Tumors (Stages II-III)in Female Patients",,,determination of the negative predictive value (NPV) of the excisional biopsy technique,2013-07,2018-08,Hospital General Universitario Gregorio Marañon,OTHER
NCT06062056,Motivational Interviewing for Vaccine Uptake in Latinx Adults,Leveraging Community-based Behavioral Health to Increase Vaccine Uptake in Latinx Adults With Mental Illness,TERMINATED,It's focus on vaccine hesitancy did not align with the administration's philosophy,NA,INTERVENTIONAL,3698,Vaccine Hesitancy,,"OTHER, BEHAVIORAL, BEHAVIORAL","Received COVID-19 vaccine/booster following an eligible behavioral health visit, Received influenza vaccine following an eligible behavioral health visit",2023-10-02,2025-04-30,Boston College,OTHER
NCT01201629,"Transcranial Direct Current Stimulation, Improve Functional Motor Recovery, Affected Arm",Does Transcranial Direct Current Stimulation Improve Functional Motor Recovery in the Affected Arm-Hand in Patients After an Acute Ischemic Stroke: A Randomized Control Trial,TERMINATED,Slow accrual over 6 year period,NA,INTERVENTIONAL,16,"Brain Infarction, Brain Ischemia",,"DEVICE, DEVICE",Total Functional Independence Measure (TFIM) Change Scores,2010-09-16,2015-12,University of Oklahoma,OTHER
NCT05469802,A Study of Purified Inactivated Zika Virus Vaccine (PIZV) in Healthy Adults,"A Randomized, Observer-Blind, Placebo-Controlled, Phase 2 Trial to Evaluate the Safety and Immunogenicity of the Purified Inactivated Zika Virus Vaccine (PIZV) Administered on Days 1 and 29 in Healthy Participants Aged 18 to 49 Years in the US",WITHDRAWN,"Business reason, change in Zika virus epidemiology",PHASE2,INTERVENTIONAL,0,Healthy Volunteers,Purified Inactivated Zika Virus Vaccine (PIZV),"BIOLOGICAL, OTHER","Percentage of Participants With Seropositivity for Neutralizing Antibodies Against Zika Virus at 28 Days Post Dose 2, Percentage of Participants With Seroconversion for Neutralizing Antibodies Against Zika Virus at 28 Days Post Dose 2, Geometric Mean Titers (GMTs) for Neutralizing Antibodies Against Zika Virus at 28 Days Post Dose 2, Percentage of Participants With Solicited Local Injection Site Reactions for 7 Days After First Dose of Vaccination, Percentage of Participants With Solicited Local Injection Site Reactions for 7 Days After Second Dose of Vaccination, Percentage of Participants With Solicited Systemic Adverse Events (AEs) for 7 Days After First Dose of Vaccination, Percentage of Participants With Solicited Systemic AEs for 7 Days After Second Dose of Vaccination, Percentage of Participants With at Least One Unsolicited AE for 28 Days After First Dose of Vaccination, Percentage of Participants With at Least One Unsolicited AE for 28 Days After Second Dose of Vaccination, Percentage of Participants With at Least One Serious Adverse Event (SAE) Throughout the Entire Study Period, Percentage of Participants With at Least One Adverse Events of Special Interest (AESI) Throughout the Entire Study Period, Percentage of Participants With at Least One Medically-Attended Adverse Event (MAAE) Throughout the Entire Study Period",2024-01-02,2024-07-05,Takeda,INDUSTRY
NCT02664753,L-carnitine as an Adjunct Treatment for Septic Shock Patients With Acute Kidney Injury,"L-carnitine as an Adjunct Treatment for Septic Shock Patients With Acute Kidney Injury: a Multicentre, Randomized, 2-parallel Group, Superiority Trial",TERMINATED,"Exposure to serious adverse events related to the research (i.e., death), the mnts = 54% versus 58 deaths out of 121 patients = 48%).onitoring committee unanimously recommended discontinuation of the trial.",PHASE3,INTERVENTIONAL,254,"Severe Sepsis, Shock, Septic, Acute Kidney Injury","56 days of weight-adjusted L-Carnitine treatment, 10 days of intravenous placebo (isotonic saline)","DRUG, DRUG",Mortality,2018-03-05,2024-12-04,Centre Hospitalier Universitaire de Nīmes,OTHER
NCT04772053,Molecular Disease Characterization Initiative (MDCI),"A Global, Molecular Disease Characterization Initiative (MDCI) in Oncology Clinical Trials",TERMINATED,The study was terminated for reasons pertaining to feasibility,PHASE2,INTERVENTIONAL,6,"Lung Cancer, Non-Small Cell, Neoplasms",,PROCEDURE,"Number of Participants With Positive Inducible T-cell Co-Stimulator (ICOS) Status, Number of Participants With Positive New York Esophageal Squamous Cell Carcinoma 1 (NY-ESO-1)/Cancer Testis Antigen 2 (LAGE-1a) Status, Number of Participants With Positive Programmed Death Protein 1 Ligand (PD-L1) Status",2021-05-25,2022-11-15,GlaxoSmithKline,INDUSTRY
NCT00229853,Thoracoscopic Vascular Rings Chart Review,Thoracoscopic Vascular Rings Chart Review,TERMINATED,sufficient data gathered to support hypothesis,,OBSERVATIONAL,47,Cardiovascular Abnormalities,,,,2004-08,2007-07,Children's Healthcare of Atlanta,OTHER
NCT04811937,Development of a Computer-aided Polypectomy Decision Support,Development of a Computer-aided Polypectomy Decision Support,WITHDRAWN,The study was abandoned due to the Covid pandemic which prevented recruitment.,NA,INTERVENTIONAL,0,Adenomatous Polyps,,DIAGNOSTIC_TEST,"Accuracy of the CADp system, Completeness of polypectomy, Training CADp, Validity of the choice of primary outcome",2021-12,2023-04,Centre hospitalier de l'Université de Montréal (CHUM),OTHER
NCT00962572,The Effects of Aggressive Patient Management on Cancer Therapy Management,The Effects of Aggressive Patient Management on Cancer Therapy Management,WITHDRAWN,Investigator decided not to pursue,,OBSERVATIONAL,0,Cancer,,BEHAVIORAL,To test effects of intensive patient management on patient's compliance with referral and subsequent treatment protocol.,2009-01,2010-12,University of Mississippi Medical Center,OTHER
NCT04884295,"Dose-Finding, Safety, and Efficacy Study of XVR011 Added to Standard of Care in Patients Hospitalised for COVID-19","A 2-part Clinical Study Including a First in Human, Open Label, Single Ascending Dose Part (Phase 1) Followed by a Randomised, Double Blind, Placebo-controlled Part (Phase 2) to Evaluate the Efficacy and Safety of XVR011 in Patients Hospitalised for Mild to Moderate Coronavirus Disease 2019 (COVID-19)",TERMINATED,The sponsor does not intend to start Part 2 (Phase 2) due to change in company strategy for phase 2 design. This early end of trial is not due to reasons of safety or lack of efficacy. Part 1 (Phase 1) is completed as per protocol.,"PHASE1, PHASE2",INTERVENTIONAL,27,Covid19,XVR011,DRUG,Proportion of subjects with Adverse Events (all and serious),2021-08-26,2022-03-18,ExeVir Bio BV,INDUSTRY
NCT03281239,Study of the Impact of Welding Fumes on the Arterial System : RISCAS Study,Study of the Impact of Welding Fumes on the Arterial System : RISCAS Study,TERMINATED,"Due to the difficulties of inclusion, it was decided not to extend this period",NA,INTERVENTIONAL,51,Effects of Welding Fumes Components,,DIAGNOSTIC_TEST,Vascular reactivity,2017-11-28,2019-06-24,"University Hospital, Brest",OTHER
NCT00415077,"A Comparison of Photorefractive Keratectomy (PRK), PRK With Mitomycin-C and Laser Subepithelial Keratomileusis (LASEK) in the Treatment of Moderate and High Myopia","A Prospective Comparison of Photorefractive Keratectomy (PRK), PRK With Mitomycin-C and Laser Subepithelial Keratomileusis (LASEK) in the Treatment of Moderate and High Myopia",TERMINATED,Change in excimer laser systems prior to completion of study,NA,INTERVENTIONAL,960,MODERATE AND HIGH MYOPIA,,"PROCEDURE, PROCEDURE, PROCEDURE",Efficacy in terms of uncorrected visual acuity and post operative refraction. Safety in terms of maintenance of best spectacle corrected acuity within 2 lines of preoperative levels.,2004-06,,Walter Reed Army Medical Center,FED
NCT00363675,Evaluation of Hand Assessments in Children With Severe Hand Burns,Evaluation of Hand Assessments in Children With Severe Hand Burns,TERMINATED,"This was a pilot study, but the larger study was not funded.",NA,INTERVENTIONAL,3,Burns,,BEHAVIORAL,"Blocks & Box (Standardized Test)., Range of Motion, Total Active Motion (TAM), Grip Strength, Moberg Pickup Test",2006-08,2011-08,Massachusetts General Hospital,OTHER
NCT02456675,INCB040093 and INCB040093 Combined With Itacitinib (INCB039110) in Relapsed/Refractory Hodgkin Lymphoma,"A Phase 2, Open-Label Study of the Safety and Efficacy of INCB40093 and INCB40093 Combined With Itacitinib (INCB039110) in Subjects With Relapsed or Refractory Hodgkin Lymphoma",TERMINATED,A decision was made to terminate the study due to the changing treatment landscape for the development of new agents in combination in Hodgkin lymphoma.,PHASE2,INTERVENTIONAL,8,"Refractory Hodgkin Lymphoma, Recurrent Adult Hodgkin's Lymphoma","INCB040093 Monotherapy, INCB040093, itacitinib","DRUG, DRUG, DRUG",Objective Response Rate (ORR) as determined by the percentage of subjects achieving a partial response (PR) or complete response (CR),2015-06,2016-12-16,Incyte Corporation,INDUSTRY
NCT00358657,"Fludarabine Phosphate, Cyclophosphamide, and Total-Body Irradiation Followed by Donor Bone Marrow Transplant and Cyclophosphamide, Mycophenolate Mofetil, Tacrolimus, and Sirolimus in Treating Patients With Primary Immunodeficiency Disorders or Noncancerous Inherited Disorders","HLA-Haploidentical Related Marrow Grafts for the Treatment of Primary Immunodeficiencies and Other Nonmalignant Disorders Using Conditioning With Low-Dose Cyclophosphamide, TBI and Fludarabine and Postgrafting Cyclophosphamide",TERMINATED,Low accrual,PHASE2,INTERVENTIONAL,14,"Immunodeficiency Syndrome, Severe Aplastic Anemia, Genetic Disorder","Cyclophosphamide, Fludarabine Phosphate, Mycophenolate Mofetil, Sirolimus, Tacrolimus","PROCEDURE, DRUG, DRUG, OTHER, DRUG, PROCEDURE, DRUG, DRUG, RADIATION","Graft Rejection, Graft Failure",2006-05-24,2019-05-25,Fred Hutchinson Cancer Center,OTHER
NCT06312657,Behavioral Effects of Drugs Inpatient 44 Neurobehavioral Mechanisms of Opioid Choice,Behavioral Effects of Drugs Inpatient 44: Neurobehavioral Mechanisms of Opioid Choice,TERMINATED,Funding ended,EARLY_PHASE1,INTERVENTIONAL,2,Opioid Use Disorder,Withdrawal,"BEHAVIORAL, BEHAVIORAL, DRUG",Task choices,2023-03-01,2025-03-28,"Joshua A. Lile, Ph.D.",OTHER
NCT03771001,5Minutes4Myself: A Wellness Program for Caregivers,5Minutes4Myself: A Wellness Program for Caregivers,TERMINATED,lack of funding to rebuild the app,NA,INTERVENTIONAL,25,"Autism, Stress, Autism Spectrum Disorder",,OTHER,"SF-36 Questionnaire, Perceived Stress Scale, Ryff's Psychological Well-Being Scale, Center for Epidemiological Depression Scale-Revised, Five facets of Mindfulness Questionnaire, Modified System Usability Scale, Participant Feedback",2015-11,2025-05-30,"University of Wisconsin, Madison",OTHER
NCT03325296,Efficacy of Twice Daily Application of LEO 124249 Ointment 30 mg/g for 12 Weeks on Eyebrow Alopecia Areata.,Efficacy of Twice Daily Application of LEO 124249 Ointment 30 mg/g for 12 Weeks on Eyebrow Alopecia Areata.,TERMINATED,Futility,PHASE2,INTERVENTIONAL,13,Alopecia Areata,LEO 124249,"DRUG, OTHER",Change from baseline to week 12 of investigator evaluated overall area score (ASoverall L+R) of eyebrow hair growth.,2017-10-30,2018-05-16,LEO Pharma,INDUSTRY
NCT02569827,Celgosivir or Modipafant as Treatment for Adult Participants With Uncomplicated Dengue Fever in Singapore,"A Phase Ib/IIa Single Centre, Double-blind, Double-dummy, Placebo-controlled, Parallel-group Dose Ranging Trial in Adult Participants With Uncomplicated Dengue Fever in Singapore",WITHDRAWN,The investigational drug celgosivir will not be developed due to lack of VC funding.,"PHASE1, PHASE2",INTERVENTIONAL,0,Dengue Fever,"Celgosivir, Modipafant 50mg, Placebo, Modipafant 100mg","DRUG, DRUG, DRUG, DRUG","Viral load AUC for viremia, Platelet nadir",2018-12,2019-08-08,Singapore General Hospital,OTHER
NCT01315886,Conversion From Fast Acting Oral Opioids to Abstral®,Conversion From Fast Acting Oral Opioids to Abstral® (SL Fentanyl) in Opioid Tolerant Cancer Patients With Breakthrough Pain,TERMINATED,Recruitment difficulties,PHASE4,INTERVENTIONAL,8,Pain,SL fentanyl,DRUG,Response rate in patients converted to SL fentanyl.,2011-02-21,2011-12-07,Orexo AB,INDUSTRY
NCT06466486,An Exploratory Study to Investigate the Effect of FE 999302 When Given Together With Follitropin Delta During Controlled Ovarian Stimulation,"A Randomised, Partially Double-blind, Placebo-controlled, Parallel-group Exploratory Trial to Investigate the Effect of FE999302 in Women Undergoing Controlled Ovarian Stimulation With a Fixed Dose of Follitropin Delta in a Gonadotropin-releasing Hormone Antagonist Protocol",TERMINATED,"This is a company decision made not related to safety concerns. Rather, it reflects a broader portfolio assessment and the desire to focus on programs that can bring timely and meaningful benefit to patients.",PHASE1,INTERVENTIONAL,310,Fertility,"Follitropin delta, FE999302, FE999302 Placebo","DRUG, DRUG, DRUG",Number of good-quality blastocysts,2024-06-14,2025-09-05,Ferring Pharmaceuticals,INDUSTRY
NCT02687386,A Study of Intravenous EEDVsMit in Children With Recurrent / Refractory Solid or CNS Tumours Expressing EGFR,A Phase 1 Study of Intravenous EGFR-ErbituxEDVsMIT (EEDVsMit) in Children With Recurrent / Refractory Solid or CNS Tumours Expressing Epidermal Growth Factor Receptor (EGFR) (ECREST Study),TERMINATED,Study medication no longer in production,PHASE1,INTERVENTIONAL,9,"Solid Tumours, CNS Tumours",Mitoxantrone packaged EDV (EnGeneIC Delivery Vehicle),DRUG,"MTD at which fewer than one third of patients experience dose limiting toxicity as assessed by CTCAE v4.0, Incidence of treatment-related adverse events as assessed by CTCAE v4.0, Incidence of all adverse events as assessed by CTCAE v4.0, clinically significant changes in vital signs, ECGs and clinical laboratory tests",2016-02-08,2021-12-29,Dr David Ziegler,OTHER
NCT01097941,Effect of Age and Prior Immunity on Response to H1N1 Vaccines in Children,Evaluation of the Effect of Age and Prior Immunity on the Response to Live or Inactivated A/California/07/09 H1N1 Influenza Vaccines in Children,WITHDRAWN,Live H1N1 vaccine expired and unable to get new supply,PHASE4,INTERVENTIONAL,0,2009 H1N1 Influenza,"Live Attenuated H1N1 Influenza Vaccine, Influenza A (H1N1) 2009 Monovalent Vaccine, Influenza A (H1N1) 2009 Monovalent Vaccine/ Influenza A (H1N1) Monovalent Vaccine Live","BIOLOGICAL, BIOLOGICAL, BIOLOGICAL","The primary endpoint for assessment of the live attenuated vaccine take will be the AUC of the live vaccine virus shedding determined by 50% tissue culture infectious dose (TCID ) on MDCK cells at 33 degrees C, The primary endpoint for assessment of the live attenuated vaccine take will be the AUC of the live vaccine virus shedding determined by 50% tissue culture infectious dose (TCID ) on MDCK cells at 33 degrees C, The primary endpoint for assessment of the live attenuated vaccine take will be the AUC of the live vaccine virus shedding determined by 50% tissue culture infectious dose (TCID ) on MDCK cells at 33 degrees C",2010-03,2010-09,University of Rochester,OTHER
NCT04540354,Personalised Risk scOre For Implantation of Defibrillators in Patients With Reduced LVEF≤35% and a Low Risk for Sudden Cardiac Death,Personalised Risk scOre For Implantation of Defibrillators in Patients With Reduced LVEF≤35% and a Low Risk for Sudden Cardiac Death (PROFID-Reduced),WITHDRAWN,Study design needs to be updated considering the lack of a risk predictor with acceptable predictive performance for the discrimination between high- and low-risk patients and the overall low sudden cardiac death risk as found in the data analysis,NA,INTERVENTIONAL,0,"Myocardial Infarction, Heart Failure, Sudden Cardiac Death",Optimal Medical Therapy (OMT),"DRUG, DEVICE",Time from randomisation to the occurrence of all-cause death,2021-02-01,2023-01-31,Helios Health Institute GmbH,OTHER
NCT00566241,IGF-1 Therapy in Patients With Cystic Fibrosis,An Investigation Into the Use of IGF-1 Therapy in Patients With Cystic Fibrosis,TERMINATED,Insufficient recruitment,PHASE1,INTERVENTIONAL,15,Cystic Fibrosis,"recombinant human IGF-1, Placebo","DRUG, DRUG",Body weight and body composition,2008-06,2012-06,Stony Brook University,OTHER
NCT05048654,A Novel Ovarian Reserve Monitoring Algorithm for Patients at Risk of Ovarian Injury From Gonadotoxic Therapy,A Novel Ovarian Reserve Monitoring Algorithm for Patients at Risk of Ovarian Injury From Gonadotoxic Therapy,WITHDRAWN,Cancelled by PI,,OBSERVATIONAL,0,"Ovarian Diseases, Fertility Issues, Gonadal Disorders",,,Does the novel monitoring algorithm (intervention group) detect early Ovarian disfunction,2025-12-15,2029-06-30,"University of Colorado, Denver",OTHER
NCT02501005,Preventive aBlation of vEntricular tachycaRdia in Patients With myocardiaL INfarction,Preventive aBlation of vEntricular tachycaRdia in Patients With myocardiaL INfarction,TERMINATED,The study was stopped due to futility,NA,INTERVENTIONAL,163,Ventricular Tachycardia,,PROCEDURE,"Time to first event comprising all-cause mortality, unplanned hospital admission for congestive heart failure and unplanned hospital admission for symptomatic ventricular tachycardia (VT)/ ventricular fibrillation (VF)",2015-07-20,2018-07-20,Biotronik SE & Co. KG,INDUSTRY
