nct_id,title,official_title,status,why_stopped,phase,study_type,enrollment,conditions,drug_names,intervention_types,primary_outcomes,start_date,completion_date,sponsor,sponsor_type
NCT06180083,Bioequivalence Study of Azelastine Hydrochloride/ Fluticasone Propionate 137 Microgram/50 Microgram Nasal Spray and Dymista Nasal Spray,Single Dose Bioequivalence Study of Azelastine Hydrochloride/Fluticasone Propionate 137microgram/50 Microgram Nasal Spray and DYMISTA Nasal Spray in Healthy Adult Human Subjects,COMPLETED,,PHASE1,INTERVENTIONAL,56,"Seasonal Allergic Rhinitis, Perennial Allergic Rhinitis","Azelastine Hydrochloride/ Fluticasone propionate nasal spray, 'DYMISTA' NASAL SPRAY","DRUG, DRUG","Maximum measured plasma concentration(Cmax), Area under the plasma concentration versus time curve from the zero time point to the last quantifiable concentration (AUCt)",2023-03-24,2023-07-05,Humanis Saglık Anonim Sirketi,INDUSTRY
NCT05449483,Conversion of Tislelizumab Combined With Chemotherapy in Unresectable Esophageal Squamous Cell Carcinoma,"A Prospective, Single-center, Single-arm Phase II Clinical Study of the Safety and Efficacy of Tislelizumab Combined With Chemotherapy in the Treatment of Unresectable Esophageal Squamous Cell Carcinoma",UNKNOWN,,PHASE2,INTERVENTIONAL,40,"Esophageal Squamous Cell Carcinoma by AJCC V8 Stage, Unresectable",tislelizumab+ Paclitaxel + Cisplatin,DRUG,R0 Surgical Resection Rate .,2022-05-11,2025-06-30,Tianjin Medical University Cancer Institute and Hospital,OTHER
NCT00168883,Study for Patients With Non Small Cell Lung Cancer (NSCLC),Randomized Phase II Study to Determine the Efficacy of a Three Weekly vs. Weekly Therapy With Paclitaxel Plus Carboplatin vs. Paclitaxel Plus Vinorelbine for Patients With Non Small Cell Lung Cancer According to UICC Stage IIIB and IV,UNKNOWN,,PHASE2,INTERVENTIONAL,80,"Carcinoma, Non-Small-Cell Lung","Carboplatin, Paclitaxel, Vinorelbine","DRUG, DRUG, DRUG","Determination of response rate (stable disease [SD] or better), Determination of safety of the combination and life quality",2002-10,2006-12,"Charite University, Berlin, Germany",OTHER
NCT04608383,Laparoscopy and COVID-19 Contamination,Laparoscopy and COVID-19 Contamination,UNKNOWN,,,OBSERVATIONAL,20,Covid19,,OTHER,The main objective of the study is to demonstrate the presence of SARS-COV-2 in the exsufflated gas at the end of laparoscopy.,2020-11-19,2022-01-01,Assistance Publique - Hôpitaux de Paris,OTHER
NCT03343483,The Helping Older People Engage Project: Improving Social Well-Being in Later Life,The Getting Active Project (GAP): A Randomized Trial of Volunteering to Reduce Loneliness in Later Life,COMPLETED,,NA,INTERVENTIONAL,291,"Loneliness, Quality of Life",,"BEHAVIORAL, BEHAVIORAL","Loneliness, Health-related Quality of Life",2018-01-01,2023-05-15,University of Rochester,OTHER
NCT01494441,Pilot Study of rhBMP/BCP With or Without the TSRH® Spinal System for Posterolateral Lumbar Fusion in Patients With Degenerative Disc Disease,A Pilot Study of Recombinant Human Bone Morphogenetic Protein-2 and Biphasic Calcium Phosphate With or Without the TSRH® Spinal System for Posterolateral Lumbar Fusion in Patients With Symptomatic Degenerative Disc Disease,COMPLETED,,NA,INTERVENTIONAL,27,Degenerative Disc Disease,,"PROCEDURE, DEVICE, DEVICE","Fusion, Pain/Disability Status",1999-05,2003-03,Medtronic Spinal and Biologics,INDUSTRY
NCT03521141,PRecision Interventions for SMoking in the SCCS,Developing Precision Smoking Treatment in the Southern Community Cohort Study,COMPLETED,,"PHASE2, PHASE3",INTERVENTIONAL,67,Tobacco Use Cessation,"Nicotine patch, Varenicline","DRUG, DRUG, GENETIC, GENETIC, BEHAVIORAL",Intervention Feasibility: Ability to Retain Participants,2018-05-18,2019-04-25,Vanderbilt University Medical Center,OTHER
NCT00457041,Research Participants' Views on the Ethics of Clinical Research,Pilot Study Investigating Research Participants' Views on the Ethics of Clinical Research,COMPLETED,,,OBSERVATIONAL,11,Rheumatic Diseases,,,,2007-01-17,2010-09-08,National Institutes of Health Clinical Center (CC),NIH
NCT00225641,Assessment of Frequency of Surveillance After Curative Resection in Patients With Stage II and III Colorectal Cancer,COLOFOL - A Pragmatic Study to Assess the Frequency of Surveillance Tests After Curative Resection in Patients With Stage II and III Colorectal Cancer - a Randomised Multicentre Trial,UNKNOWN,,NA,INTERVENTIONAL,2500,Colorectal Cancer,,"PROCEDURE, PROCEDURE",Overall and cancer-specific mortality,2006-03,2015-12,Bispebjerg Hospital,OTHER
NCT02586441,Evaluation of EEG With Respect to the Change of Depth of Anesthesia During General Anesthesia,Evaluation of EEG With Respect to the Change of Depth of Anesthesia,UNKNOWN,,PHASE4,INTERVENTIONAL,40,Anesthesia,"Propofol, Rocuronium bromide","DEVICE, DRUG, DRUG",EEG acquisition,2015-11,2017-11,Korea University Anam Hospital,OTHER
NCT01987141,Gestational Weight Gain and the Electronic Medical Record,WATE Study - Gestational Weight Gain and the Electronic Medical Record,COMPLETED,,NA,INTERVENTIONAL,150,"Pregnancy, Weight Gain",,OTHER,Weight gain,2013-10,2016-05,Loyola University,OTHER
NCT04275141,Mauriac Syndrome: Isotopic Techniques and Genetic Analysis,Genetic Analysis Coupled to Application of Isotopic Techniques to the Study of Mauriac Syndrome,COMPLETED,,NA,INTERVENTIONAL,6,"Diabetes Mellitus, Short Stature, Glycogen Deposition",,"OTHER, OTHER","In vivo kinetics of ingested glucose, In vivo kinetics of endogenous glucose, In vivo kinetics of lactate",2022-01-17,2023-12-30,University of Lausanne,OTHER
NCT02960841,Effectiveness of Intracavitary Manual Lymphatic Drainage,Effectiveness of Intracavitary Manual Lymphatic Drainage Versus Conventional Treatment in the Prevention of Perineal Trauma During Labor.,COMPLETED,,PHASE4,INTERVENTIONAL,49,Lymphatic Diseases,,"OTHER, OTHER",Pain intensity assessed by the Visual Analogue Scale,2012-01,2016-01,Universidad Europea de Madrid,OTHER
NCT06212141,Comparison of Bulk-Fill Composite Resins in Class II Restorations,Clinical Comparison of Convetional Bulk-Fill Composite Resins and Thermoviscous Bulk-Fill Composite Resins in Class II Restorations,ACTIVE_NOT_RECRUITING,,NA,INTERVENTIONAL,54,Class II Dental Caries,,"DEVICE, DEVICE, DEVICE","Marginal Adaptation, Marginal Staining, Retention, Seconder caries, Postoperative sensitivity",2022-12-12,2026-06-15,Hacettepe University,OTHER
NCT01178541,Simultaneous Measurement of Both Fetal's Lateral Ventricles of the Brain,Simultaneous Measurement of Both Fetal's Lateral Ventricles of the Brain,COMPLETED,,,OBSERVATIONAL,400,Healthy,,,width of lateral ventricles along the pregnancy,2010-10,2012-12,Meir Medical Center,OTHER
NCT02620241,Influence of Intrapulmonary Percussive Ventilation (IPV) on Gastro-oesophageal Reflux (GOR).,Influence of Intrapulmonary Percussive Ventilation (IPV) on Gastro-oesophageal Reflux (GOR) in Infants,COMPLETED,,NA,INTERVENTIONAL,50,Gastro-oesophageal Reflux,,OTHER,number of reflux episodes,2015-10,2017-10,Vrije Universiteit Brussel,OTHER
NCT01282541,Determination of the Optimum Delivery Route for Botulinum Toxin A in Patients With Epiphora,Determination of the Optimum Delivery Route for the Intraglandular Administration of Botulinum Toxin A in Patients With Refractory Epiphora,COMPLETED,,PHASE2,INTERVENTIONAL,26,Epiphora,"Botulinum Toxin Type A, Botulinum Toxin Type A","DRUG, DRUG",Comparison of 1-minute Schirmer's test with and without anesthesia between treatment groups at baseline and follow up,2011-02,2012-09,"Merbs, Shannath, M.D., Ph.D.",INDIV
NCT04108741,Augmented Reality Treadmill Training in Patients With Parkinson's Disease,Augmented Reality Treadmill Training in Patients With Parkinson's Disease: a Randomized Controlled Study,UNKNOWN,,NA,INTERVENTIONAL,50,"Parkinson Disease, Fall",,DEVICE,Frequency of falls,2020-09-15,2025-11,Klinik Valens,OTHER
NCT04549441,Prospective Observational Study Comparing GA and WALANT in Distal Radius Fracture Plating Surgery,Prospective Observational Study Comparing General Anesthesia and Wide-Awake Anesthesia No Tourniquet (WALANT) for Distal Radius Fracture Open Reduction and Plating Fixation Surgery,UNKNOWN,,,OBSERVATIONAL,60,"WALANT, Radius Fracture Distal",,PROCEDURE,"Blood pressure, Heart rate",2018-11-09,2020-12-31,Kaohsiung Medical University,OTHER
NCT01681641,Managing Changes in Life After Deep Brain Stimulation for Parkinson's Disease,Managing Changes in Life After Deep Brain Stimulation for Parkinson's Disease - Designing and Developing a Targeted Nursing Program to Patients and Spouses.,COMPLETED,,NA,INTERVENTIONAL,32,Parkinson's Disease,,OTHER,Change in sense of Coherence in intervention group compared to control group,2011-02,2014-12,University of Aarhus,OTHER
NCT04420741,Infusion of Prostacyclin (Iloprost) vs Placebo for 72-hours in COVID-19 Patients With Respiratory Failure,Efficacy and Safety of 72-hour Infusion of Prostacyclin (1 Nanogram(ng)/ Kilo(kg)/Minute(Min)) in Patients With COVID-19 Induced Pulmonary Endotheliopathy,COMPLETED,,PHASE2,INTERVENTIONAL,80,"COVID-19, Respiratory Failure","Iloprost, Isotonic saline","DRUG, DRUG",Mechanical ventilation free days,2020-06-15,2021-04-23,Pär Johansson,OTHER
NCT05239741,Study of Pembrolizumab (MK-3475) Versus Chemotherapy in Chinese Participants With Stage IV Colorectal Cancer (MK-3475-C66),A Phase 3 Study of Pembrolizumab (MK-3475) Versus Chemotherapy in Chinese Participants With Stage IV Microsatellite Instability-High (MSI-H) or Mismatch Repair Deficient (dMMR) Colorectal Cancer (MK-3475-C66),RECRUITING,,PHASE3,INTERVENTIONAL,100,Colorectal Neoplasms,"Pembrolizumab, Oxaliplatin, Leucovorin, 5-fluorouracil, Irinotecan, Bevacizumab, Cetuximab","BIOLOGICAL, DRUG, DRUG, DRUG, DRUG, BIOLOGICAL, BIOLOGICAL","Progression-Free Survival (PFS) per Response Evaluation Criteria in Solid Tumors Version 1.1 (RECIST 1.1) as Assessed by Blinded Independent Central Review (BICR) For All Participants, Progression-Free Survival (PFS) per Response Evaluation Criteria in Solid Tumors Version 1.1 (RECIST 1.1) as Assessed by Blinded Independent Central Review (BICR) For RAS Wild-type Participants",2022-04-02,2028-09-19,Merck Sharp & Dohme LLC,INDUSTRY
NCT03539341,Parenting for Lifelong Health - Thailand,Randomized Controlled Trial of an Evidence-informed Parenting Intervention to Prevent Violence Against Young Children by Parents and Primary Caregivers in Thailand,COMPLETED,,NA,INTERVENTIONAL,120,"Parent Child Abuse, Domestic Violence, Child Behavior Problem, Child Neglect, Depression, Anxiety, Parent-Child Relations, Parenting, Parent-child Problem",,"BEHAVIORAL, OTHER",Change in frequency of child maltreatment (physical and emotional abuse),2018-12-11,2020-02-01,University of Oxford,OTHER
NCT05282641,Effects of 10-gram Collagen Protein Hydrolysate on Cardiometabolic Health,Effects of 10-gram Collagen Protein Hydrolysate on Cardiometabolic Health in Obese (BMI 25-35 kg/m2) Men and Women With Elevated Risk to Develop Type-2 Diabetes and CVD,COMPLETED,,NA,INTERVENTIONAL,63,"Glucose Metabolism, Lipid Metabolism",,"DIETARY_SUPPLEMENT, DIETARY_SUPPLEMENT",Chronic glucose metabolism,2021-05-26,2023-08-24,Maastricht University Medical Center,OTHER
NCT05560841,Effectiveness and Safety of Nailner Brush 2in1 in Onychomycosis,"Prospective, "" Evaluator Blinded "" Clinical Investigation to Evaluate the Effectiveness and Safety of Nailner Brush 2-in-1 in the Treatment of Onychomycosis",COMPLETED,,NA,INTERVENTIONAL,50,Onychomycosis,,DEVICE,To evaluate the effectiveness of Nailner Brush 2-in-1 in the treatment of onychomycosis based on the blinded evaluation of the percentage of healthy nail surface after 6 months of treatment compared to baseline,2022-07-28,2023-04-10,Karo Pharma AB,INDUSTRY
NCT04116541,A Study Evaluating the Activity of Anti-cancer Treatments Targeting Tumor Molecular Alterations/Characteristics in Advanced / Metastatic Tumors.,"MegaMOST - A Multicenter, Open-label, Biology Driven, Phase II Study Evaluating the Activity of Anti-cancer Treatments Targeting Tumor Molecular Alterations /Characteristics in Advanced / Metastatic Tumors.",RECRUITING,,PHASE2,INTERVENTIONAL,455,Malignant Solid Tumor,"HDM201, Ribociclib, Cabozantinib, Alectinib, Regorafenib, Trametinib, Dabrafenib, Avapritinib","DRUG, DRUG, DRUG, DRUG, DRUG, DRUG, DRUG, DRUG",Progression free rate after 3 months (12 weeks) of treatment,2020-01-28,2026-11,Centre Leon Berard,OTHER
NCT07055841,Single-Arm Exploratory Study of PD-L1 Antibody Plus Neoadjuvant Chemotherapy in Locally Advanced Head and Neck Squamous Cell Carcinoma,Single-Arm Exploratory Study of PD-L1 Antibody Plus Neoadjuvant Chemotherapy in Locally Advanced Head and Neck Squamous Cell Carcinoma,RECRUITING,,PHASE2,INTERVENTIONAL,69,Squamous Cell Carcinoma of Head and Neck,"Adebrelimab, TP regimen","DRUG, DRUG, PROCEDURE",ORR,2023-04-01,2026-08-01,Xiuping Ding,OTHER
NCT01562041,Evaluation of Exercise Treadmill Test (ETT) Indices in Participants With Cardiovascular Disease,Evaluation of Exercise Treadmill Test Indices in Patients With Cardiovascular Disease,TERMINATED,,PHASE2,INTERVENTIONAL,14,Atherosclerotic Coronary Vascular Disease,Ranolazine 500 mg,DRUG,"Change From Baseline in Maximum ST Segment Change Adjusted for Heart Rate (ST-HR) Index, Change From Baseline in Maximum ST Segment Change Adjusted for Heart Rate (ST-HR) Slope, Change From Baseline in X-Axis Intercept of ST-HR Slope",2012-03-09,2014-01-02,Novartis Pharmaceuticals,INDUSTRY
NCT05352841,"Leptin, Adiponectin, FRAP and Tac in Patients With Early Childhood Caries","Determination of Salivary Concentrations of Leptin and Adiponectin, Ability to Reduce Ferric Ions and Total Antioxidant Capacity of Saliva in Patients With Early Childhood Caries",UNKNOWN,,,OBSERVATIONAL,40,Early Childhood Caries,,DIAGNOSTIC_TEST,"Salivary levels of TAC in caries free children and children with s ECC, Salivary levels of FRAP in caries free children and children with s ECC, Salivary levels of leptin in caries free children and children with s ECC, Salivary levels of adiponectin in caries free children and children with s ECC",2022-03-30,2022-07-01,University of Novi Sad,OTHER
NCT03804541,"The Absorption, Metabolism and Excretion of [14C]Ensartinib in Human","A Single-center, Open-label, Single-dose Phase I Study to Investigate the Absorption, Metabolism and Excretion of [14C]Ensartinib (X-396) After a Single Oral 200mg (100µCi) Dose in Healthy Chinese Male Subjects",UNKNOWN,,PHASE1,INTERVENTIONAL,6,ALK-POSITIVE NSCLC,Ensartinib,DRUG,"Radioactivity concentration of each plasma sample, Radioactivity concentration of each urine samples, Radioactivity concentration of each feces sample, Total recovery of radioactivity in urine and feces",2018-12-28,2019-10,"Betta Pharmaceuticals Co., Ltd.",INDUSTRY
NCT07222241,Comparing Numbing Techniques in Mohs Micrographic Surgery,"Randomized, Double-Blind, Placebo-Controlled Trial of Adjunct Nerve Blocks in Mohs Micrographic Surgery on the Face and Scalp",NOT_YET_RECRUITING,,NA,INTERVENTIONAL,150,"Skin Cancer Face, Skin Cancer Scalp",,"OTHER, OTHER",Intraoperative Pain,2026-02-01,2026-07-31,Abramson Cancer Center at Penn Medicine,OTHER
NCT03092141,Physical Training in Patients With Relapsing Polychondritis,Physical Training in Patients With Relapsing Polychondritis,COMPLETED,,NA,INTERVENTIONAL,10,Physical Activity,,OTHER,Cardiopulmonary test,2017-01,2021-04-29,University of Sao Paulo,OTHER
NCT00962741,Study Evaluating Etanercept in 3 Subtypes of Childhood Arthritis,"A 2-Part Open-Label Study to Assess the Clinical Benefit and Long-Term Safety of Etanercept in Children and Adolescents With Extended Oligoarticular Juvenile Idiopathic Arthritis, Enthesitis-Related Arthritis, or Psoriatic Arthritis",COMPLETED,,PHASE3,INTERVENTIONAL,127,"Arthritis, Juvenile Idiopathic",Etanercept,DRUG,Percentage of Participants With an American College of Rheumatology Pediatric 30 (ACR Pedi 30) Response at Week 12,2009-09,2013-01,Pfizer,INDUSTRY
NCT03079154,The Influence of Mindfulness on the Link Between Consumer Culture Values and Well-being,"A Pilot RCT Intervention to Test the Impact of High and Low-intensity Mindfulness-based Cognitive Therapy (MBCT) on Self, Values, and Well-being",COMPLETED,,NA,INTERVENTIONAL,180,Mental Health and General Well-being,,"OTHER, OTHER","Indicators of psychological well-being: Change in Mental health, Indicators of psychological well-being: Change in Subjective well-being, Indicators of psychological well-being: Change in consumption-based coping, Indicators of psychological well-being: Change in body esteem, Indicators of psychological well-being: Change in material esteem, Indicators of psychological well-being: Change in eating behaviour, Indicators of psychological well-being: Change in excessive buying, Indicators of psychological well-being: Change in emotional regulation",2016-09-30,2017-09-28,University of Sussex,OTHER
NCT01130454,A Study for Evaluating the SCIO Biofeedback Device's Ability to Increase Body Wellness After One 45-minute Session,A Double-blind Placebo-controlled Study of the Application of the SCIO Universal Electrophysiological Biofeedback System for Statistical Evaluation of the SCIO's Ability to Increase Body Wellness After One 45-minute Session,COMPLETED,,PHASE2,INTERVENTIONAL,151,Stress,,"DEVICE, DEVICE",VARHOPE Score,2009-09,2010-04,Maitreya Kft.,INDUSTRY
NCT01207154,Feasibility of Using Depth-of-sedation Measuring Equipment (BIS) to Guide Awake Fibreoptic Intubation,BIS-guided Conscious Sedation for Awake Intubation,WITHDRAWN,Difficulty in Recruitment due to lack of investigators and suitable patients,,OBSERVATIONAL,0,Known Difficult Intubation,,,To determine if bispectral index (BIS) can be used to guide conscious sedation for awake fibreoptic intubation,2010-12,2012-10-31,Oxford University Hospitals NHS Trust,OTHER
NCT03569254,"Effectiveness, Safety and Perceptions With the Use of One LED Blanket Device in the Ambulatory Treatment of Jaundice","Effectiveness, Safety and Perceptions With the Use of One LED Blanket Device in the Ambulatory Treatment of Neonatal Jaundice",COMPLETED,,NA,INTERVENTIONAL,64,"Jaundice, Neonatal, Phototherapy",,"DEVICE, DEVICE",Bilirubin change rate in mg/dl/h,2016-03-01,2017-10-05,Nathalie Charpak,OTHER
NCT00553254,Trial Of PF-00299804 In Patients With Advanced Refractory Lung Cancer,"A PHASE 1/2, OPEN-LABEL, SINGLE ARM TRIAL TO DETERMINE THE RECOMMENDED PHASE 2 DOSE AND EVALUATE THE EFFICACY OF PF-00299804 IN PATIENTS IN KOREA WITH KRAS WILD TYPE ADVANCED NSCLC, WHICH IS REFRACTORY TO CHEMOTHERAPY AND ERLOTINIB OR GEFITINIB",COMPLETED,,PHASE2,INTERVENTIONAL,55,"Carcinoma, Non Small Cell Lung",PF-00299804,DRUG,"Recommended Phase 2 Dose (RP2D) - Phase 1, Progression-Free Survival (PFS) at Month 4 (PFS4m) - Phase 2",2008-02-05,2014-07-17,Pfizer,INDUSTRY
NCT01422954,Immunization With Plasmodium Falciparum Sporozoites Under Chloroquine Versus Mefloquine Prophylaxis,Immunization With Plasmodium Falciparum Sporozoites Under Chloroquine Versus Mefloquine Prophylaxis,COMPLETED,,NA,INTERVENTIONAL,20,"Malaria, Plasmodium Falciparum","Chloroquine prophylaxis, Mefloquine prophylaxis, Immunization, Controlled Human Malaria Infection, Malarone","DRUG, DRUG, BIOLOGICAL, BIOLOGICAL, DRUG",Duration of prepatent period after challenge infection as measured by microscopy,2012-01,2013-04,Radboud University Medical Center,OTHER
NCT04269954,The Efficacy and Safety of Batroxobin Combined With Anticoagulation in Cerebral Venous Sinus Thrombosis,The Efficacy and Safety of Batroxobin Combined With Anticoagulation in Cerebral Venous Sinus Thrombosis,UNKNOWN,,PHASE4,INTERVENTIONAL,60,"Cerebral Venous Sinus Thrombosis, Batroxobin",Batroxobin combined with low molecular weight heparin,DRUG,Percentage of Participants With Major Bleeding Event (MBE) According to International Society on Thrombosis and Haemostasis (ISTH) Criteria in Full Observation Period,2020-03-01,2021-12-01,Capital Medical University,OTHER
NCT00706654,Intramuscular Depot Formulation of Aripiprazole as Maintenance Treatment in Patients With Schizophrenia,"A 38-week, Multicenter, Randomized, Double-blind, Active-controlled Study to Evaluate the Efficacy, Safety, and Tolerability of an Intramuscular Depot Formulation of Aripiprazole (OPC-14597) as Maintenance Treatment in Patients With Schizophrenia",COMPLETED,,PHASE3,INTERVENTIONAL,937,Schizophrenia,"Aripiprazole depot 300 or 400 mg, Aripiprazole 10-30 mg orally, Aripiprazole depot 25 or 50 mg, Placebo depot, Placebo tablets","DRUG, DRUG, DRUG, DRUG, DRUG",Percentage of Patients Meeting Exacerbation of Psychotic Symptoms/Impending Relapse Criteria by the End of Week 26,2008-09,2012-08,"Otsuka Pharmaceutical Development & Commercialization, Inc.",INDUSTRY
NCT04207554,Clinical Investigation for the Preview® hCG Urine/Serum Combo Pregnancy Test,Clinical Investigation for the Preview® hCG Urine/Serum Combo Pregnancy Test,COMPLETED,,,OBSERVATIONAL,132,Pregnancy,,"DEVICE, DEVICE, DEVICE",Overall percent (%) agreement,2019-12-05,2020-12-29,"Guangzhou Wondfo Biotech Co., Ltd",INDUSTRY
NCT04163354,Glass Ionomer Sealant Versus Fluoride Varnish on Occlusal Caries Prevention,Glass Ionomer Sealant Versus Fluoride Varnish Application to Prevent Occlusal Caries Among Preschool Children - a Randomized Controlled Trial,UNKNOWN,,NA,INTERVENTIONAL,348,"Pit and Fissure Caries, Glass Ionomer Cements, Tooth, Deciduous, Child",,"PROCEDURE, PROCEDURE",Caries increment,2018-04-11,2022-12-31,The University of Hong Kong,OTHER
NCT01104454,Placenta and Cord Blood Analyses,Placenta and Cord Blood Analyses,COMPLETED,,,OBSERVATIONAL,60,Healthy,,,"Placenta, cord blood and umbilical analyses",2010-03,2019-08-07,Arkansas Children's Hospital Research Institute,OTHER
NCT05550454,Cardiac Arrest and Ventilation Method,"Comparison of Manual Ventilation and Automatic Mechanical Ventilation During Cardiopulmonary Resuscitation, Pilot & Feasibility Study",COMPLETED,,NA,INTERVENTIONAL,60,"Out-Of-Hospital Cardiac Arrest, Advanced Cardiac Life Support, Ventilation",,"DEVICE, DEVICE",ROSC: return of spontaneous circulation,2021-12-13,2022-07-31,Seoul National University Hospital,OTHER
NCT00879554,A Safety And Pharmacokinetic Study With CVX-045 In Patients With Advanced Solid Tumors,"A Multicenter, Open-Label, 2-Stage, Phase 1, Clinical Safety, Pharmacokinetic, And Pharmacodynamic Study Of CVX-045, A Thrombospondin-1 Mimetic, Anti-Angiogenic Agent, In Patients With Advanced Solid Tumors",COMPLETED,,PHASE1,INTERVENTIONAL,40,"Advanced Solid Tumors, Neoplasms, Carcinoma, Cancer, Malignancy",CVX-045,BIOLOGICAL,"To determine safety and tolerability of CVX-045 as weekly intravenous (IV) infusions in adult patients with advanced solid tumors, To identify and characterize CVX-045-related adverse events (AEs)",2007-02,2010-11,Pfizer,INDUSTRY
NCT03245554,Clinical Research on Teratment of Gastrointestinal Cancer in the Preoperative by Propranolol,Clinical Research on Teratment of Gastrointestinal Cancer in the Preoperative by Propranolol,UNKNOWN,,EARLY_PHASE1,INTERVENTIONAL,80,Gastrointestinal Cancer,Propranolol,DRUG,Tumor size will be measured.,2018-05-01,2020-09-01,Central South University,OTHER
NCT03443154,VF Test for Prediction of Extremely PTB After Cerclage,"Vaginal Fluid (VF) Test VF-Test™ for Prediction of Extremely Preterm Birth After Exam-Indicated Cerclage Protocol for Prospective, Multicenter, Cohort Clinical Trial",WITHDRAWN,Industry sponsor withdrew financial support as well as the testing equipment.,,OBSERVATIONAL,0,"Preterm Birth, Infection",,DIAGNOSTIC_TEST,Rate of very preterm birth (PTB),2018-06,2018-06-01,Pediatrix,OTHER
NCT02435654,"5-HTR2A, DRD2,and COMT Genes Polymorphisms and Olanzapine Plasma Concentration in Treatment of Early-onset Schizophrenia","Effects of 5-HTR2A, DRD2,and COMT Genes Polymorphisms and Drug Plasma Concentration on Antipsychotic Response to Olanzapine in Treatment of Early-onset Schizophrenia",COMPLETED,,PHASE4,INTERVENTIONAL,128,Early-onset Schizophrenia,olanzapine,DRUG,multiple regression equation of 5-HTR2A、DRD2 and COMT Genes Polymorphisms and Olanzapine Plasma Concentration and clinical features,2015-08,2018-12,Kunming Medical University,OTHER
NCT06828354,A Study of SHR-A1811 in Subjects With Ovarian Cancer,"An Open-label, Randomized, Multicenter Phase III Clinical Trial of SHR-A1811 Versus Investigator-selected Chemotherapy for Platinum-resistant Relapsed Epithelial Ovarian, Fallopian Tube, or Primary Peritoneal Cancer",RECRUITING,,PHASE3,INTERVENTIONAL,300,Ovarian Cancer,"SHR-A1811, Paclitaxel Injection, Doxorubicin Hydrochloride Liposome Injection, Gemcitabine Hydrochloride for Injection, Topotecan Hydrochloride for Injection","DRUG, DRUG, DRUG, DRUG, DRUG",Progression free survival (PFS),2025-03-13,2027-12,"Jiangsu HengRui Medicine Co., Ltd.",INDUSTRY
NCT06292754,Rotator Cuff Repair With Magnesium Pin,Augmentation of Rotator Cuff Repair With Biodegradable Magnesium Pin: From Bench Side to Bedside,NOT_YET_RECRUITING,,NA,INTERVENTIONAL,40,Arthroscopic Rotator Cuff Repair,,"PROCEDURE, PROCEDURE","Imaging Examinations, Cofield classification, Sugaya Score, Goutallier Classification",2024-05,2026-12,Chinese University of Hong Kong,OTHER
NCT05450354,Associated Psychiatric Disorders in Children Hospitalized for a Serious Suicide Attempt,Associated Psychiatric Disorders in Children Hospitalized for a Serious Suicide Attempt,RECRUITING,,,OBSERVATIONAL,200,Serious Suicide Attempt,,"OTHER, OTHER","Description of the distribution of scores of the Autism-Tics, ADHD and Other Comorbidities Inventory (A-TAC) assessing neurodevelopment",2022-08-01,2028-08,Assistance Publique - Hôpitaux de Paris,OTHER
NCT01886105,Combination of External Beam Radiotherapy With 153Sm-EDTMP to Treat High Risk Osteosarcoma,Combination of External Beam Radiotherapy With 153Sm-EDTMP to Treat High Risk Osteosarcoma,TERMINATED,Low accrual and loss of funding,PHASE2,INTERVENTIONAL,4,Metastatic Osteosarcoma,Sm-EDTMP,"DRUG, OTHER, RADIATION",Percentage of Treated Participants With 6-month Progression Free Survival,2013-08-19,2017-06-11,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,OTHER
NCT05821205,Michigan Youth Violence Prevention Center: Building Evidence for Gun Violence Prevention - SafERteens Implementation,Michigan Youth Violence Prevention Center: Building Evidence for Gun Violence Prevention - SafERteens Implementation,RECRUITING,,NA,INTERVENTIONAL,240,Violence in Adolescence,,"BEHAVIORAL, BEHAVIORAL, BEHAVIORAL, BEHAVIORAL","Preliminary Efficacy: weekly reach by providers, Preliminary Efficacy: monthly reach by providers",2023-02-28,2027-12,University of Michigan,OTHER
NCT03704805,Effect of a Psychological Intervention on Antiretroviral Therapy and Mental Health Outcomes in HIV-positive Adults in Zimbabwe,Effect of a Psychological Intervention on Antiretroviral Therapy Outcomes and Symptoms of Common Mental Disorders in HIV-positive Adults in Rural Zimbabwe,COMPLETED,,NA,INTERVENTIONAL,480,"Mental Disorder, HIV Infections",,"BEHAVIORAL, OTHER",Average difference in mean antiretroviral therapy adherence between 2 and 6 months,2018-10-05,2021-02-05,University of Bern,OTHER
NCT05114005,Tango for Neuropathy Among Breast Cancer Survivors,Dance-Based Avenues to Advance Nonpharmacologic Treatment of Chemotherapy Effects (DAANCE),COMPLETED,,NA,INTERVENTIONAL,52,"Cancer, Breast, Neuropathy",,"BEHAVIORAL, BEHAVIORAL","Postural Control (Variability), Intrinsic Motivation",2021-08-15,2024-04-15,Ohio State University Comprehensive Cancer Center,OTHER
NCT02459405,Decreasing Leak Rate in Colorectal Surgery Using Near Infra-red (NIR) Imaging,Decreasing Leak Rate in Colorectal Surgery Using Near Infra-red (NIR) Imaging: a Multicentric Prospective Phase II Study,COMPLETED,,PHASE2,INTERVENTIONAL,504,Anastomotic Leak,,"PROCEDURE, DEVICE",Anastomotic leak rate,2013-03,2016-02,"University Hospital, Geneva",OTHER
