drug_name,source,status,cid,molecular_formula,molecular_weight,canonical_smiles,isomeric_smiles,inchi,inchi_key,adverse_reactions,failure_reason
PREDNISONE,openfda_labels,approved,,,,,,,,"Pneumonia, Drug ineffective; Angioedema, Laryngeal oedema, Face oedema; Tuberculosis of central nervous system; Respiratory failure, Listeriosis, Pyrexia, Headache, Vomiting, Mental status changes, Meningitis, Pneumonia staphylococcal; Listeriosis, Pyrexia, Diarrhoea, Meningitis",
PREGABALIN,openfda_labels,approved,,,,,,,,"Local swelling, Fatigue, Gait disturbance; Overdose, Depressed level of consciousness, Convulsion, Gaze palsy, Foaming at mouth, Dyskinesia; Anaemia; Transaminases increased, Confusional state, Loss of consciousness, Retrograde amnesia, Delirium, Bradycardia, Apnoea; Hypokalaemia, Hypochloraemia, Blood urea decreased, Blood urea nitrogen/creatinine ratio decreased, Anticonvulsant drug level decreased, Hyponatraemia",
PREVAIL Hand Sanitizer with Moisturizers and Vitamin E,openfda_labels,approved,,,,,,,,,
PRIMAQUINE PHOSPHATE,openfda_labels,approved,,,,,,,,,
PRIMIDONE,openfda_labels,approved,,,,,,,,"Unevaluable event; Conjunctivitis; Convulsion, Sepsis, Pneumonia, Respiratory failure; Drug ineffective, Incorrect drug administration duration; Drug ineffective, Product quality issue",
PRO 140,clinicaltrials,COMPLETED,,,,,,,,,
PRO-LINK ProFormance Foaming Antimicrobial SP,openfda_labels,approved,,,,,,,,,
PROCAINAMIDE HYDROCHLORIDE,openfda_labels,approved,,,,,,,,,
PROCHLORPERAZINE EDISYLATE,openfda_labels,approved,,,,,,,,,
PROCHLORPERAZINE MALEATE,openfda_labels,approved,,,,,,,,"Death; Disease progression, Renal cancer; Chest pain, Lacrimation increased, Erythema, Hyperhidrosis, Dyspnoea, Anxiety, Heart rate increased, Blood pressure increased; Orchitis, Pyrexia, Haemoglobin decreased, Hypotension, Full blood count decreased; Oesophageal rupture, Vomiting, Stomatitis, Pharyngeal inflammation, Nausea",
PROGESTERONE,openfda_labels,approved,,,,,,,,"Wound infection; Diplopia, Gait disturbance, Asthenia; Poor quality sleep, Arthralgia, Pain, Pain, Myalgia, Dyspepsia, Chest discomfort, Muscle spasms, Arthritis, Muscle rupture, Impaired healing, Burning sensation, Insomnia; Drug ineffective, Adverse event; Application site pruritus, Application site erythema",
PROMETHAZINE HYDROCHLORIDE,openfda_labels,approved,,,,,,,,Oedema peripheral,
PROPRANOLOL HYDROCHLORIDE,openfda_labels,approved,,,,,,,,"Weight decreased, Transaminases increased, Malaise; Weight decreased, Transaminases increased; Disease progression, Renal cancer; Somnolence, Influenza, Pain, Rash macular, Fatigue, Influenza like illness, Asthenia, Headache, Pyrexia, Hypertension; Drug effect decreased, Product adhesion issue, Product packaging issue",
PROPYLENE GLYCOL,openfda_labels,approved,,,,,,,,,
PROPYLHEXEDRINE,openfda_labels,approved,,,,,,,,,
PROXEN NP 660,openfda_labels,approved,,,,,,,,,
PRUCALOPRIDE,openfda_labels,approved,,,,,,,,,
PRUNUS IRON,openfda_labels,approved,,,,,,,,,
"PS - 2895 TRIPLE ANTIBIOTIC , 0.5G",openfda_labels,approved,,,,,,,,,
"PS - 2895 Triple Antibiotic , 0.5g",openfda_labels,approved,,,,,,,,,
PS-2205 BZK ANTISEPTIC TOWELETTES,openfda_labels,approved,,,,,,,,,
PS-2205 BZK Antiseptic Towelettes,openfda_labels,approved,,,,,,,,,
"PS-2261 TRIPLE ANTIBIOTIC, 0.5G",openfda_labels,approved,,,,,,,,,
"PS-2261 Triple Antibiotic, 0.5g",openfda_labels,approved,,,,,,,,,
PS-2362 HAND SANITIZER 0.9G PACKET,openfda_labels,approved,,,,,,,,,
PS-2362 Hand Sanitizer 0.9g packet,openfda_labels,approved,,,,,,,,,
"PS-2896 HYDROCORTISONE CREAM 1%, 0.9G",openfda_labels,approved,,,,,,,,,
"PS-2896 Hydrocortisone Cream 1%, 0.9g",openfda_labels,approved,,,,,,,,,
"PS-3866 BURN EASE, 0.9G",openfda_labels,approved,,,,,,,,,
"PS-3866 Burn Ease, 0.9g",openfda_labels,approved,,,,,,,,,
"PS-3885 BURN EASE, 3.5G",openfda_labels,approved,,,,,,,,,
"PS-3885 Burn Ease, 3.5g",openfda_labels,approved,,,,,,,,,
PSEUDOEPHEDRINE HCL,openfda_labels,approved,,,,,,,,"Rash, Headache, Feeling hot, Erythema, Pruritus",
PSEUDOEPHEDRINE HYDROCHLORIDE,openfda_labels,approved,,,,,,,,,
PSORIASIS MEDICATED MOISTURIZER,openfda_labels,approved,,,,,,,,,
PSY-stabil,openfda_labels,approved,,,,,,,,,
PSYLLIUM HUSK,openfda_labels,approved,,,,,,,,,
PTS/Stress Remedy,openfda_labels,approved,,,,,,,,,
PUBLIX,openfda_labels,approved,,,,,,,,,
PUBLIX Extra Strength,openfda_labels,approved,,,,,,,,,
PUBLIX SUPER MARKETS INC,openfda_labels,approved,,,,,,,,,
PULSATILLA,openfda_labels,approved,,,,,,,,,
PULSATILLA NIGRICANS,openfda_labels,approved,,,,,,,,,
PVP Iodine,openfda_labels,approved,,,,,,,,,
PYRIDOSTIGMINE BROMIDE,openfda_labels,approved,,,,,,,,,
PYRITHIONE ZINC,openfda_labels,approved,,,,,,,,,
PYROGENIUM,openfda_labels,approved,,,,,,,,,
Pacerone,openfda_labels,approved,,,,,,,,,
Paclitaxel,clinicaltrials,UNKNOWN,,,,,,,,,no patient recruitment; Sponsor Strategic/Business Decision; Study never opened (terminated as study drug no longer available)
Paclitaxel (Taxol),clinicaltrials,NOT_YET_RECRUITING,,,,,,,,,
Paclitaxel 80 mg/m2 weekly,clinicaltrials,COMPLETED,,,,,,,,,
Paclitaxel Injection,clinicaltrials,RECRUITING,,,,,,,,,
Pain Relief Extra Strength,openfda_labels,approved,,,,,,,,,
Pain Relief Gel-Patch,openfda_labels,approved,,,,,,,,,
Pain Relief PM,openfda_labels,approved,,,,,,,,,
Pain Reliever,openfda_labels,approved,,,,,,,,,
Pain Reliever Extra Strength,openfda_labels,approved,,,,,,,,,
Pain Reliever PM Extra Strength,openfda_labels,approved,,,,,,,,,
"Pain Reliever, Caseys 4good",openfda_labels,approved,,,,,,,,,
Pain Relieving Cream Lidocaine,openfda_labels,approved,,,,,,,,,
Pain Relieving Lidocaine Patch,openfda_labels,approved,,,,,,,,,
Pain Relieving Petro Carbo,openfda_labels,approved,,,,,,,,,
Pain Reliveing Patch,openfda_labels,approved,,,,,,,,,
Palonosetron Hydrochloride,openfda_labels,approved,,,,,,,,,
Pancreas Liquescence,openfda_labels,approved,,,,,,,,,
Pantoprazole,openfda_labels,approved,,,,,,,,,
Pantoprazole Sodium,openfda_labels,approved,,,,,,,,,
Pantoprazole Sodium DR,openfda_labels,approved,,,,,,,,,
Pantoprazole sodium delayed-release,openfda_labels,approved,,,,,,,,,
Parasites/Amoeba/Protozoan Nosode Combination 9402,openfda_labels,approved,,,,,,,,,
Parentral Iron,clinicaltrials,COMPLETED,,,,,,,,,
Paricalcitol,clinicaltrials,TERMINATED,,,,,,,,,Terminated after FDA agreement.; Company Decision; Phase II was not pursued due to futility based on the results of the NAPOLI-3 therapeutic clinical trial.
Paroxetine,openfda_labels,approved,,,,,,,,,
Peace Out Acne Cleanser,openfda_labels,approved,,,,,,,,,
Peace Out Early Stage Acne Dot,openfda_labels,approved,,,,,,,,,
Pembrolizumab,clinicaltrials,ACTIVE_NOT_RECRUITING,,,,,,,,,Frontline pembrolizumab approved in NSCLC as monotherapy and in combination with chemotherapy representing a new standard of care.; Low Accrual; Study terminated due to slow recruitment and insufficient further funding.
Pembrolizumab Injection [Keytruda],clinicaltrials,RECRUITING,,,,,,,,,
Pemetrexed,openfda_labels,approved,,,,,,,,,Strategic considerations; Frontline pembrolizumab approved in NSCLC as monotherapy and in combination with chemotherapy representing a new standard of care.; Low Accrual
Penicillamine,openfda_labels,approved,,,,,,,,,
Penicillin V Potassium,openfda_labels,approved,,,,,,,,,
Pepto Bismol,openfda_labels,approved,,,,,,,,,
Pepto Bismol CHEWABLES,openfda_labels,approved,,,,,,,,,
Pepto Bismol Fast Melts Fresh Berry Flavored,openfda_labels,approved,,,,,,,,,
Pepto-Bismol,openfda_labels,approved,,,,,,,,,
Percy Medicine,openfda_labels,approved,,,,,,,,,
Pericardium Triple Warmer Meridian Opener,openfda_labels,approved,,,,,,,,,
Petroleum,openfda_labels,approved,,,,,,,,,
Petroleum Etherum,openfda_labels,approved,,,,,,,,,
Petroleum Jelly,openfda_labels,approved,,,,,,,,,
Petroleum Skin Protectant,openfda_labels,approved,,,,,,,,,
Petroleum with Cocoa,openfda_labels,approved,,,,,,,,,
Pfizer/Wyeth,clinicaltrials,UNKNOWN,,,,,,,,,
Pharbedryl,openfda_labels,approved,,,,,,,,,
Pharbetol,openfda_labels,approved,,,,,,,,,
Pharbetol Regular strength,openfda_labels,approved,,,,,,,,,
Phenazopyridine Hydrochloride,openfda_labels,approved,,,,,,,,,
Phendimetrazine Tartrate,openfda_labels,approved,,,,,,,,,
Phenobarbital,openfda_labels,approved,,,,,,,,,
Phentermine Hydrochloride,openfda_labels,approved,,,,,,,,,
Phenylephrine hydrochloride,openfda_labels,approved,,,,,,,,,
Phenytoin,openfda_labels,approved,,,,,,,,,due to slow recruitment and budgetary restraints study was prematurely terminated
Phenytoin Sodium,openfda_labels,approved,,,,,,,,,
Phillips Milk Of Magnesia Wild Cherry,openfda_labels,approved,,,,,,,,,
Phloroglucin(Flospan®),clinicaltrials,COMPLETED,,,,,,,,,
Phosphoricum Acidum Kit Refill,openfda_labels,approved,,,,,,,,,
Phytonadione,openfda_labels,approved,,,,,,,,,
Pidilizumab,clinicaltrials,TERMINATED,,,,,,,,,sponsor decided to discontinue development of the study drug.
Pilocarpine Hydrochloride,openfda_labels,approved,,,,,,,,,
Pimecrolimus,openfda_labels,approved,,,,,,,,,
Pioglitazone,openfda_labels,approved,,,,,,,,,The development program has been terminated
Piperacillin/Tazobactam,clinicaltrials,TERMINATED,,,,,,,,,"difficulties by enrolling patients fundings consumed, no staff could be recruited and payed to continue enrolling patients,"
Pirfenidone,openfda_labels,approved,,,,,,,,,
Piroxicam,openfda_labels,approved,,,,,,,,,
Placebo,clinicaltrials,COMPLETED,,,,,,,,,"Lead co-I left institution in 2020 and enrollment was suspended. Study was kept open in hopes of finding a replacement/meeting enrollment goal, but a new lead was not found. Study is now officially closed.; Financial decision; The closure of the study is driven by the decision to redesign the study protocol for future studies."
Placebo (for Alirocumab),clinicaltrials,COMPLETED,,,,,,,,,
Placebo (matching sitagliptin),clinicaltrials,COMPLETED,,,,,,,,,
Placebo (matching taspoglutide),clinicaltrials,COMPLETED,,,,,,,,,
Placebo - oral form,clinicaltrials,COMPLETED,,,,,,,,,
Placebo Control,clinicaltrials,COMPLETED,,,,,,,,,
Placebo Hydroxychloroquine,clinicaltrials,TERMINATED,,,,,,,,,Lack of participants willing to enroll
Placebo Nitazoxanide,clinicaltrials,TERMINATED,,,,,,,,,Lack of participants willing to enroll
Placebo Oral Tablet,clinicaltrials,COMPLETED,,,,,,,,,PI Andrew Hinojos Left Institution (Genesys) prior to Ascension Acquiring record; Unable to recruit subjects; Funding not obtained
Placebo Ribavirin,clinicaltrials,TERMINATED,,,,,,,,,Lack of participants willing to enroll
Placebo depot,clinicaltrials,COMPLETED,,,,,,,,,
Placebo intravenous form,clinicaltrials,COMPLETED,,,,,,,,,
Placebo oral tablet,clinicaltrials,RECRUITING,,,,,,,,,"Cohort 1: slow accrual Cohort 2: Other studies showed no benefit Cohort 3: Study met pre-specificied futility analysis at planned second interim analysis; The FDA determined that there is not adequate safety information to continue clinical investigations using ANS-6637 and Amygdala Neurosciences, the product company of ANS-6637, is no longer pursuing research with this compound.; Due to the pandemic, there were logistical issues in continuing the study."
Placebo tablets,clinicaltrials,COMPLETED,,,,,,,,,
Placebo to match AZLI,clinicaltrials,COMPLETED,,,,,,,,,
Placebo+Fulvestrant,clinicaltrials,COMPLETED,,,,,,,,,
Placebo-Sterile water 1ml/kg/day,clinicaltrials,NOT_YET_RECRUITING,,,,,,,,,
Plasma Rich in Growth Factors (PRGF),clinicaltrials,COMPLETED,,,,,,,,,
Play Everyday Sunscreen SPF 50 with Sunflower Extract,openfda_labels,approved,,,,,,,,,
Plegridy Pen,openfda_labels,approved,,,,,,,,,
Pleurotus Ostreatus,openfda_labels,approved,,,,,,,,,
Podophyllum peltatum,openfda_labels,approved,,,,,,,,,
Polyethylene Glycol 3350,openfda_labels,approved,,,,,,,,,
Polysporin ointment,clinicaltrials,COMPLETED,,,,,,,,,
Pomalidomide,"clinicaltrials, openfda_labels",approved,,,,,,,,,Study support withdrawn; Terminated for lack of funding.; Early termination due to the difficulties to enroll subjects.
Populus Radix 6X,openfda_labels,approved,,,,,,,,,
PostDay One-Step,openfda_labels,approved,,,,,,,,,
Potassium Chloride,openfda_labels,approved,,,,,,,,,
Potassium Chloride Extended-Release,openfda_labels,approved,,,,,,,,,
Potassium Chloride in Dextrose,openfda_labels,approved,,,,,,,,,
Potassium Chloride in Lactated Ringers and Dextrose,openfda_labels,approved,,,,,,,,,
Potassium chloride,openfda_labels,approved,,,,,,,,,"As the inclusion period in the study has ended and regulatory authorizations have expired on 26/12/2023, with no inclusions conducted."
Povidone Iodine,openfda_labels,approved,,,,,,,,,
Povidone Iodine Impregnated,openfda_labels,approved,,,,,,,,,
Povidone-Iodine Prep Pad,openfda_labels,approved,,,,,,,,,
Povidone-Iodine Scrub Sterile,openfda_labels,approved,,,,,,,,,
Powder,openfda_labels,approved,,,,,,,,,
Power Stick For Her Roll- On Antiperspirant Deodorant Powder Fresh,openfda_labels,approved,,,,,,,,,
Powerbright Moisturizer SPF 50,openfda_labels,approved,,,,,,,,,
Pramipexole Dihydrochloride,openfda_labels,approved,,,,,,,,,
Pramipexole dihydrochloride,openfda_labels,approved,,,,,,,,,
Pravastatin,clinicaltrials,ACTIVE_NOT_RECRUITING,,,,,,,,,
Pravastatin Sodium,openfda_labels,approved,,,,,,,,,
Praziquantel and Albendazole,clinicaltrials,UNKNOWN,,,,,,,,,
Prazosin Hydrochloride,openfda_labels,approved,,,,,,,,,
Precedex 200 MCG in 2 ML Injection,clinicaltrials,UNKNOWN,,,,,,,,,
PredniSONE,openfda_labels,approved,,,,,,,,,
Prednisolone,clinicaltrials,COMPLETED,,,,,,,,,
Prednisolone Acetate,openfda_labels,approved,,,,,,,,,
Prednisone,"clinicaltrials, openfda_labels",approved,,,,,,,,,Poor accrual of subjects onto study; Incorporating the recommendations of the NIH-formed DSMB in the study procedures would make the project budget over the limit for this funding mechanism.; Early termination due to the difficulties to enroll subjects.
Prednisone Acetate tablets,clinicaltrials,RECRUITING,,,,,,,,,
Prednisone delayed release,openfda_labels,approved,,,,,,,,,
Prednisone or equivalent,clinicaltrials,COMPLETED,,,,,,,,,
Pregabalin,"clinicaltrials, openfda_labels",approved,,,,,,,,,The trial was early terminated after it was concluded that there was no added benefit from exposing further participants after an unblinded interim analysis.
Pregnenolone,clinicaltrials,NOT_YET_RECRUITING,,,,,,,,,
Premier Value,openfda_labels,approved,,,,,,,,,
Premier Value Chewable Antacid Assorted Fruit,openfda_labels,approved,,,,,,,,,
Preparation Nicotine Mini-Lozenges,clinicaltrials,COMPLETED,,,,,,,,,
Prime Tooth Care Hami Melon,openfda_labels,approved,,,,,,,,,
Primidone,openfda_labels,approved,,,,,,,,,
Primo Topical Anesthetic,openfda_labels,approved,,,,,,,,,
Private Label Distributor,openfda_labels,approved,,,,,,,,,
Private Label Moisturizing Oil Free Paraben Free SPF43,openfda_labels,approved,,,,,,,,,
Proactiv MD Adapalene Acne Treatment,openfda_labels,approved,,,,,,,,,
Probiotics-Bio-plus,clinicaltrials,COMPLETED,,,,,,,,,
Probucol,clinicaltrials,COMPLETED,,,,,,,,,
Procainamide Hydrochloride,openfda_labels,approved,,,,,,,,,
Prochlorperazine Edisylate,openfda_labels,approved,,,,,,,,,
Prochlorperazine Maleate,openfda_labels,approved,,,,,,,,,
Procto-Med HC,openfda_labels,approved,,,,,,,,,
Profoot Pain Relief Patches,openfda_labels,approved,,,,,,,,,
Progesterone,clinicaltrials,COMPLETED,,,,,,,,,Difficulty in recruitment; Fail to sort out the logistics of study drugs due to funding problems
Promethazine Hydrochloride,openfda_labels,approved,,,,,,,,,
Propofol,clinicaltrials,UNKNOWN,,,,,,,,,
Propranolol,clinicaltrials,UNKNOWN,,,,,,,,,"The decision to terminate the trial early was not based on safety concerns. The trial was terminated early due to some implausible blood pressure values being captured, which was the primary endpoint of the study.; low accrual and lack of funding; At the request of the study site, this study has been closed and access to study-related data is unavailable. We are unable to submit the results-data."
Propranolol Hydrochloride,openfda_labels,approved,,,,,,,,,
Prostaglandin Analogue -Containing IOP-Lowering Therapy,clinicaltrials,RECRUITING,,,,,,,,,
Prostate,openfda_labels,approved,,,,,,,,,
ProtecTINT 10N,openfda_labels,approved,,,,,,,,,
Protonix Delayed-Release,openfda_labels,approved,,,,,,,,,
Provigil,openfda_labels,approved,,,,,,,,,
Prucalopride,openfda_labels,approved,,,,,,,,,
Prunus Iron,openfda_labels,approved,,,,,,,,,
Pseudoephedrine Hydrochloride,openfda_labels,approved,,,,,,,,,
Pseudoephedrine hydrochloride,openfda_labels,approved,,,,,,,,,
Psora Miasm,openfda_labels,approved,,,,,,,,,
Publix Fast Relief Effervescent - Original Flavor,openfda_labels,approved,,,,,,,,,
Publix Stimulant Laxative,openfda_labels,approved,,,,,,,,,
Publix Women Laxative,openfda_labels,approved,,,,,,,,,
Pulsatilla 7131,openfda_labels,approved,,,,,,,,,
Pulsatilla Nigricans,openfda_labels,approved,,,,,,,,,
Pureforce,openfda_labels,approved,,,,,,,,,
Purforma Advanced Hand Sanitizer 70% Alcohol,openfda_labels,approved,,,,,,,,,
Pyridostigmine Bromide,openfda_labels,approved,,,,,,,,,"The drug was ineffective in improving function in Pompe's disease; Due to COVID-19, effective 3/19/2020 recruitment is halted until further notice"
Pyrogenium,openfda_labels,approved,,,,,,,,,
QC Anti Diarrheal Vanilla Regular Flavor,openfda_labels,approved,,,,,,,,,
QIAN LI ZHUI FENG PAIN RELIEVING,openfda_labels,approved,,,,,,,,,
QL0911,clinicaltrials,COMPLETED,,,,,,,,,
QUERCUS RADIX 6X,openfda_labels,approved,,,,,,,,,
QUETIAPINE,openfda_labels,approved,,,,,,,,"Bone marrow failure, Bone marrow failure, Neutrophil count decreased; Schizophrenia, undifferentiated type, Irritability, Aggression, Insomnia, Suspiciousness, Abnormal behaviour, Akathisia, Salivary hypersecretion, Drug ineffective; Sepsis, Body temperature increased, Hypotension, Tachycardia, Neutropenia, Thrombocytopenia; Depression, Merycism, Major depression, Attention deficit/hyperactivity disorder, Somnolence, Sedation, Agitation, Bipolar I disorder; Overdose, Coma scale abnormal, Heart rate decreased, Blood pressure systolic decreased, Metabolic acidosis",
QUETIAPINE FUMARATE,openfda_labels,approved,,,,,,,,"Nightmare, Galactorrhoea, Anxiety; Menorrhagia, Amenorrhoea, Dizziness, Logorrhoea; Oesophageal rupture, Vomiting, Stomatitis, Pharyngeal inflammation, Nausea; Mania, Tardive dyskinesia; Drug ineffective",
QUETIAPINE FUMARATE ER,openfda_labels,approved,,,,,,,,,
QWG-1000,openfda_labels,approved,,,,,,,,,
Quadrivalent human papillomavirus (types 6,clinicaltrials,COMPLETED,,,,,,,,,
Quality Choice Effervescent Pain Relief,openfda_labels,approved,,,,,,,,,
Quality Choice Gas Relief Extra Strength Softgels,openfda_labels,approved,,,,,,,,,
Quench and Protect Hydrating SPF30,openfda_labels,approved,,,,,,,,,
Quercus Radix 6X,openfda_labels,approved,,,,,,,,,
Quetiapine,"clinicaltrials, openfda_labels",approved,,,,,,,,,study was not ethically acceptable to continue and therefore it was finally stopped
Quetiapine Extended Release,openfda_labels,approved,,,,,,,,,
Quetiapine Fumarate,openfda_labels,approved,,,,,,,,,
Quetiapine Fumarate ER,openfda_labels,approved,,,,,,,,,
Quick Action,openfda_labels,approved,,,,,,,,,
RABEPRAZOLE SODIUM,openfda_labels,approved,,,,,,,,"Interstitial lung disease; Autoimmune pancreatitis, Gastric ulcer; Osteomyelitis",
RAMELTEON,openfda_labels,approved,,,,,,,,Insomnia,
RAMIPRIL,openfda_labels,approved,,,,,,,,"Tremor, Tremor, Atrial fibrillation, Tremor, Tremor; Musculoskeletal stiffness, Myalgia; Flatulence, Abdominal distension, Diarrhoea; Metastases to bone, Osteonecrosis of jaw; Anxiety, Malaise, Tachycardia, Muscle contractions involuntary, Blood pressure increased, Norepinephrine increased, Nervousness, Acute stress disorder, Drug withdrawal syndrome, Feeling abnormal, Therapy cessation",
RANCID BEEF,openfda_labels,approved,,,,,,,,,
RANITIDINE,openfda_labels,approved,,,,,,,,"Diarrhoea, Abdominal pain, Asthenia, Diarrhoea, Weight decreased, Abdominal pain, Blood creatinine increased, C-reactive protein increased, Dysuria, Pyrexia, Blood creatinine increased, C-reactive protein increased, Pleural effusion; Hyponatraemia; Dry mouth, Dry eye, Lip dry, Dry throat, Insomnia, Depressed mood, Odynophagia, Crying, Feeling abnormal, Oesophageal pain, Oropharyngeal pain, Nausea, Abdominal distension, Contusion, Blood count abnormal; Hypotension; Grand mal convulsion, Postictal state",
RANOLAZINE,openfda_labels,approved,,,,,,,,"Death; Stent placement; Fabry^s disease; Pneumonia, Haemoglobin abnormal; Myocardial infarction, Coronary artery bypass, Unevaluable event",
"RANUNCULUS BULBOSUS, DELPHINIUM STAPHISAGRIA SEED, MACROPIPER METHYSTICUM ROOT, ANAGALLIS ARVENSIS, CALENDULA OFFICINALIS FLOWERING TOP, AND SAGE",openfda_labels,approved,,,,,,,,,
RASBURICASE,openfda_labels,approved,,,,,,,,,
RAW SHEA BUTTER AND HYALURONIC ACID MOISTURIZING 48H ANTIPERSPIRANT DEODORANT,openfda_labels,approved,,,,,,,,,
RAYO ACTIVE HEAT,openfda_labels,approved,,,,,,,,,
RBV: 24-week treatment,clinicaltrials,COMPLETED,,,,,,,,,
RDX-002,clinicaltrials,COMPLETED,,,,,,,,,
REGADENOSON,openfda_labels,approved,,,,,,,,"Cerebrovascular accident, Cerebral infarction, Fatigue",
RELUGOLIX,openfda_labels,approved,,,,,,,,,
REPAIRWEAR UPLIFTING FIRMING BROAD SPECTRUM SPF 15 DRY,openfda_labels,approved,,,,,,,,,
RESLIZUMAB,openfda_labels,approved,,,,,,,,,
RESURFACING TREATMENT PADS,openfda_labels,approved,,,,,,,,,
RET KIDNEY,openfda_labels,approved,,,,,,,,,
RET Kidney 7005,openfda_labels,approved,,,,,,,,,
RET STOMACH,openfda_labels,approved,,,,,,,,,
RET Stomach 7001,openfda_labels,approved,,,,,,,,,
RHODODENDRON CHRYSANTHUM,openfda_labels,approved,,,,,,,,,
RHUS TOXICODENDRON,openfda_labels,approved,,,,,,,,,
RIBAVIRINUM,openfda_labels,approved,,,,,,,,,
RIFAMPIN,openfda_labels,approved,,,,,,,,"Rash papulosquamous, Pyrexia, Face oedema, Rash pustular, Blister, Splenomegaly, Haemoglobin decreased, Blood creatinine increased; International normalised ratio decreased, Drug interaction, Drug interaction, Vitamin K deficiency; Death, Optic neuropathy, Visual impairment, Vision blurred, Visual acuity reduced, Miosis, Visual field defect, Colour blindness acquired, Neurotoxicity, Confusional state, Somnolence; Intestinal obstruction; Meningitis cryptococcal",
RILPIVIRINE HYDROCHLORIDE,openfda_labels,approved,,,,,,,,,
RISPERIDONE,openfda_labels,approved,,,,,,,,"Parotitis, Salivary hypersecretion, Ear pain, Odynophagia, Parotid gland enlargement, Oedema, Inflammation, Leukocytosis, Anaemia, Tachycardia, Schizoaffective disorder bipolar type, Drug ineffective; Weight decreased, Subileus, Sedation, Somnolence, Constipation, Akathisia, Abnormal behaviour, Drug ineffective; Incontinence, Neck pain, Abasia, Hypokinesia; Schizophrenia, undifferentiated type, Irritability, Aggression, Insomnia, Suspiciousness, Abnormal behaviour, Akathisia, Salivary hypersecretion, Drug ineffective; Tongue blistering",
RIVASTIGMINE,openfda_labels,approved,,,,,,,,"Mental status changes, Pain; Viral upper respiratory tract infection, Nasopharyngitis, Pain, Decreased appetite, Malaise, Hypophagia; Unresponsive to stimuli, Convulsion",
RIVASTIGMINE TARTRATE,openfda_labels,approved,,,,,,,,,
RIZATRIPTAN BENZOATE,openfda_labels,approved,,,,,,,,"Dizziness, Nausea, Vertigo, Feeling abnormal, Headache, Migraine; Headache, Drug ineffective; Migraine; Hypotension, Feeling abnormal, Product quality issue",
ROBAXIN,openfda_labels,approved,,,,,,,,"Blood pressure abnormal, Dyspnoea, Tonsillar inflammation, Polyp, Pain, Muscle spasms, Dyspepsia, Gastrooesophageal reflux disease, Drug dose omission, Intentional drug misuse; Rheumatoid arthritis, Joint swelling, Pain in extremity, Arthropathy, Pain in extremity; Diplopia, Visual field defect, Refraction disorder, Hemiparesis, Dysarthria, Paraesthesia, Joint range of motion decreased, Musculoskeletal stiffness, Cubital tunnel syndrome, Muscular weakness, Drug ineffective, Anticonvulsant drug level above therapeutic, Crying, Fear, Fatigue, Pharyngitis, Amnesia, Scleral discolouration, Headache, Intervertebral disc protrusion, Musculoskeletal pain, Diarrhoea, Dysphagia, Weight decreased, Dyspnoea, Mood altered, Occipital neuralgia, Asthenopia, Dry eye, Road traffic accident, Spinal fusion surgery, Neck pain, Medication residue present, Fall, Drug hypersensitivity, Decreased appetite, Activities of daily living impaired, Dyschromatopsia, Mental impairment, Spinal cord compression, Depression, Pain, Chest pain, Back pain, Cervical radiculopathy, Aphasia, Brain oedema, Spinal osteoarthritis, Back injury, Arthralgia, Emotional distress, Adjustment disorder, Lymph node pain, Upper-airway cough syndrome, Rash, Inappropriate schedule of drug administration, Condition aggravated, Constipation, Transient ischaemic attack, Cervical vertebral fracture, Eye colour change, Hemianopia, Nystagmus, Photophobia, Disturbance in attention, Urinary incontinence, Intervertebral disc operation, Arthritis, Migraine-triggered seizure, Convulsive threshold lowered, Migraine, Initial insomnia, Insomnia, Dizziness, Lumbar vertebral fracture, Peripheral swelling, Visual acuity reduced, Retinal disorder, Pupillary reflex impaired, Vision blurred, Retinal scar, Eye pain, Cataract nuclear, Hypotension, Intervertebral disc degeneration, Spinal flattening, Radiculitis brachial, Limb injury, Oropharyngeal pain, Lower respiratory tract congestion, Nausea, Facet joint syndrome, Retinal pigmentation, Memory impairment, Facial paralysis, Hypoaesthesia, Ataxia, Muscle tightness, Preictal state, Cough, Drug interaction, Affect lability, Incomplete spinal fusion, Optic neuropathy; Condition aggravated, Erythema; Clostridium difficile colitis, Abdominal pain, Gastrointestinal haemorrhage, Bone disorder, Abdominal distension, Diarrhoea, Dehydration, Drug ineffective",
ROBINIA RADIX 6X,openfda_labels,approved,,,,,,,,,
ROCURONIUM BROMIDE,openfda_labels,approved,,,,,,,,"Cardiac arrest, Anaphylactic reaction; Epiglottic oedema, Tongue oedema, Swelling face, Rash; Anaphylactic shock, Platelet count decreased, White blood cell count increased; Epiglottic oedema, Face oedema, Tongue oedema, Rash; Circulatory collapse, Hypoxia, Breath sounds absent, Vascular compression, Bronchial disorder",
